date,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Financial and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,Ownership of dwellings,Total,Total less mining,Total less mi and ag
2005-03-01,73.42348963692488,78.77710629221471,44.492026591622825,66.49567168964413,50.29136052698252,41.28367670364501,30.359964881474976,29.560608651051464,43.47750715090578,63.83324987481222,58.460817068167174,47.355559434456275,18.728403593642017,11.381645296066848,17.589551071484436,12.167698904240114,17.120622568093385,43.431287813310284,32.55863088949926,91.24828060522697,44.92674433680935,43.06608566515554,42.02252641472251
2005-06-01,73.82916053019146,81.26419102028858,40.53389684319475,66.04621309370988,49.552607219993824,40.78587196467991,23.551004636785162,32.00732356857524,43.54323227088192,64.28400954653938,58.44864213125107,48.96399456521739,20.662565774846218,11.681391109241341,17.762443789734842,12.268215021539614,17.172115005907838,41.60550458715596,30.992631122670133,91.3316865034808,44.72003196223313,42.27550660447615,41.18967736703934
2005-09-01,75.2249036127374,81.15860120098904,43.10436525794706,63.85462917283341,48.8929889298893,42.13483146067416,30.425788657128084,33.96809895833333,41.14295731440091,64.1273450824332,58.718722073279714,48.50108859487523,19.472307021369385,11.680555555555555,17.503565263078887,12.06504951394567,16.54860587792012,44.871794871794876,30.433862433862437,91.19127980966081,45.13946914611815,42.72129234826244,41.60460758052963
2005-12-01,74.6134382906944,81.21593563457047,42.80224048407539,64.67295698064929,48.31481034066199,40.331539663252904,29.634408602150536,34.08078880407125,40.91655858192823,63.795083850218234,59.81627152208593,46.17621899059024,18.472622478386167,12.220566318926975,17.566664190745005,12.11710490647872,16.88726948245092,45.41559554413025,32.541133455210236,91.31141324955311,45.42456143412459,42.84451429132698,41.75105352537896
2006-03-01,73.03387779794313,81.05402797877473,41.970577327234516,65.36577900214265,49.83502170767004,38.951866062085806,28.904831878295447,34.34704830053667,42.09833908896563,62.962050271069494,60.0248393541768,47.465049688394814,13.746630727762804,12.72967614011897,17.396953728434276,12.330932724398384,16.70945656824989,44.601542416452446,32.0280296784831,91.4500502938218,45.18385102779474,42.430455912983106,41.46429969728512
2006-06-01,72.9802513464991,83.35419926969223,39.88471156699021,66.58875091307523,49.70793723513916,37.98853569567483,26.990529638723253,34.0462889066241,42.096149088810094,61.44832126398947,59.4733593910718,47.87321399244539,14.34166488642028,13.231197771587745,17.49568717653824,12.557895656733375,16.1807684082971,36.778398510242084,30.78342904019688,91.52171648786585,44.92120954003408,41.50442888280851,40.49754482019278
2006-09-01,69.9512987012987,82.76164893067465,41.187551187551186,67.90088293933351,48.152264517921644,39.535649596575006,31.763727121464225,32.577189666036546,45.30149984695439,61.036468330134355,58.294660615023716,47.54517831440908,20.024271844660195,14.27859456765512,17.39800925276882,13.341214219370093,15.813211212878157,35.69444444444444,33.60920468308438,91.22542364358627,45.5865105061451,42.35634196044635,41.57164883255011
2006-12-01,70.8312593330015,82.01264488935722,41.223703227878595,67.1717907620574,48.03527631372958,34.12871200905687,34.60528348524641,31.99691595990748,47.23665223665224,61.41536763691544,56.729494222390606,47.65886287625418,18.1243830207305,15.161253299667163,17.36212026849353,13.483989326217477,15.107284590031615,36.4816472694718,28.728936966923236,91.28018492106428,45.136807424966854,42.092557957461615,41.318903177105895
2007-03-01,70.44771132642833,81.29425863383811,41.18767862813591,64.17699670484858,46.05942822073339,37.51682635204688,33.29779943653392,32.230301231636744,46.52017291066282,64.89519569653126,58.94150952449498,47.65957446808511,18.669963230632685,15.5587141919965,17.78105884834423,13.79165264220801,14.545090447900675,38.39862247094275,26.436559969147705,91.3946587537092,45.29249633939128,42.50455573178551,41.780697426842885
2007-06-01,69.54924874791318,80.98875012901227,38.95925776522792,64.58107480253989,46.11254722608869,35.020306154326775,30.65827834893356,30.331475506013494,45.37255744041228,63.9591916813812,58.05649316041925,46.537795729948066,25.993816254416963,13.866430390962453,17.66101458376945,13.693948991498583,14.000912111538211,44.047619047619044,30.89142216408148,91.22018174933737,44.60299797080579,41.669197897899146,40.95655476421113
2007-09-01,69.925300422215,79.87143007693118,39.93005069359846,63.83544501798843,44.0253164556962,35.05346350534635,33.746063555682795,30.60069645966338,45.70315218147659,63.73513735137352,58.66974763264011,45.26346098473942,23.851648351648354,12.179770318021202,17.611835153222966,13.229571984435799,14.267113095238097,40.91840918409184,28.675205505639457,91.72949405032247,44.56642389040096,41.82145929779999,41.09409411092245
