date,industry,gva,gos,margin
2002-09-01,"Agriculture, forestry and fishing",6032,4318,71.58488063660478
2002-09-01,Mining,9480,7433,78.4071729957806
2002-09-01,Manufacturing,21111,8750,41.447586566245086
2002-09-01,"Electricity, gas, water and waste services",5309,3545,66.77340365417216
2002-09-01,Construction,11809,5972,50.57159793377932
2002-09-01,Wholesale trade,9583,3549,37.034331628926225
2002-09-01,Retail trade,9182,2365,25.75691570463951
2002-09-01,Accommodation and food services,4912,1274,25.936482084690553
2002-09-01,"Transport, postal and warehousing",9369,4112,43.88942256377415
2002-09-01,Information media and telecommunications,7321,4725,64.54036333834175
2002-09-01,Financial and insurance services,14395,8277,57.49913164293158
2002-09-01,"Rental, hiring and real estate services",4965,2795,56.294058408862035
2002-09-01,"Professional, scientific and technical services",10275,1504,14.637469586374696
2002-09-01,Administrative and support services,5504,606,11.01017441860465
2002-09-01,Public administration and safety,10851,2082,19.18717168924523
2002-09-01,Education and training,8999,1131,12.568063118124236
2002-09-01,Health care and social assistance,10490,1842,17.55958055290753
2002-09-01,Arts and recreation services,1884,766,40.65817409766454
2002-09-01,Other services,3936,1325,33.66361788617886
2002-09-01,Ownership of dwellings,14717,13458,91.44526737786234
2002-09-01,Total,180087,79784,44.303031312643334
2002-09-01,Total less mining,170607,72351,42.40799029348151
2002-09-01,Total less mi and ag,164575,68033,41.338599422755586
2002-12-01,"Agriculture, forestry and fishing",6025,4419,73.34439834024896
2002-12-01,Mining,8585,6508,75.80663948747815
2002-12-01,Manufacturing,21556,9030,41.890888847652626
2002-12-01,"Electricity, gas, water and waste services",5189,3432,66.13991135093467
2002-12-01,Construction,12519,6192,49.4608195542775
2002-12-01,Wholesale trade,9591,3484,36.325722031070796
2002-12-01,Retail trade,10080,3221,31.954365079365076
2002-12-01,Accommodation and food services,5012,1426,28.451715881883477
2002-12-01,"Transport, postal and warehousing",9146,3871,42.324513448502074
2002-12-01,Information media and telecommunications,7140,4696,65.7703081232493
2002-12-01,Financial and insurance services,14376,8341,58.02031163049527
2002-12-01,"Rental, hiring and real estate services",5244,3105,59.210526315789465
2002-12-01,"Professional, scientific and technical services",10324,1441,13.957768306857806
2002-12-01,Administrative and support services,5551,556,10.016213294901819
2002-12-01,Public administration and safety,11041,2091,18.938501947287385
2002-12-01,Education and training,9062,1094,12.072390200838667
2002-12-01,Health care and social assistance,10563,1805,17.087948499479314
2002-12-01,Arts and recreation services,1955,794,40.61381074168798
2002-12-01,Other services,4096,1400,34.1796875
2002-12-01,Ownership of dwellings,14885,13602,91.38058448102116
2002-12-01,Total,182744,81309,44.493389659852035
2002-12-01,Total less mining,174159,74801,42.94983319839916
2002-12-01,Total less mi and ag,168134,70382,41.860658760274546
2003-03-01,"Agriculture, forestry and fishing",5845,4229,72.3524379811805
2003-03-01,Mining,8955,6877,76.79508654383027
2003-03-01,Manufacturing,21590,8916,41.29689671144048
2003-03-01,"Electricity, gas, water and waste services",5130,3313,64.58089668615983
2003-03-01,Construction,12343,6130,49.6637770396176
2003-03-01,Wholesale trade,9995,3871,38.72936468234117
2003-03-01,Retail trade,9448,2592,27.434377646062657
2003-03-01,Accommodation and food services,4875,1319,27.056410256410256
2003-03-01,"Transport, postal and warehousing",9637,4348,45.117775241257654
2003-03-01,Information media and telecommunications,7317,4756,64.99931665983326
2003-03-01,Financial and insurance services,14915,8586,57.566208514917875
2003-03-01,"Rental, hiring and real estate services",5245,3037,57.9027645376549
2003-03-01,"Professional, scientific and technical services",10716,1682,15.696155281821575
2003-03-01,Administrative and support services,5671,593,10.456709575030859
2003-03-01,Public administration and safety,11296,2098,18.572946175637394
2003-03-01,Education and training,9126,1111,12.174008327854482
2003-03-01,Health care and social assistance,10848,1836,16.924778761061948
2003-03-01,Arts and recreation services,1950,778,39.8974358974359
2003-03-01,Other services,4161,1431,34.39077144917087
2003-03-01,Ownership of dwellings,15056,13757,91.37221041445271
2003-03-01,Total,184216,81358,44.164459113214924
2003-03-01,Total less mining,175261,74481,42.49718990534117
2003-03-01,Total less mi and ag,169416,70252,41.4671577655003
2003-06-01,"Agriculture, forestry and fishing",5336,3680,68.96551724137932
2003-06-01,Mining,8928,6813,76.31048387096774
2003-06-01,Manufacturing,22038,9341,42.38587893638261
2003-06-01,"Electricity, gas, water and waste services",6085,4260,70.00821692686935
2003-06-01,Construction,12410,5803,46.76067687348912
2003-06-01,Wholesale trade,10920,4735,43.36080586080586
2003-06-01,Retail trade,10512,3491,33.20966514459665
2003-06-01,Accommodation and food services,5067,1491,29.425695677915925
2003-06-01,"Transport, postal and warehousing",9094,3652,40.15834616230482
2003-06-01,Information media and telecommunications,7395,4895,66.19337390128464
2003-06-01,Financial and insurance services,14858,8558,57.59860008076457
2003-06-01,"Rental, hiring and real estate services",4963,2673,53.858553294378396
2003-06-01,"Professional, scientific and technical services",10823,1552,14.33983183960085
2003-06-01,Administrative and support services,5775,512,8.865800865800866
2003-06-01,Public administration and safety,11582,2103,18.15748575375583
2003-06-01,Education and training,9280,1108,11.939655172413794
2003-06-01,Health care and social assistance,11190,1866,16.675603217158177
2003-06-01,Arts and recreation services,2101,949,45.16896715849595
2003-06-01,Other services,4206,1399,33.26200665715645
2003-06-01,Ownership of dwellings,15299,13964,91.27393947316818
2003-06-01,Total,186891,81875,43.808958162779376
2003-06-01,Total less mining,177963,75062,42.1784303478813
2003-06-01,Total less mi and ag,172627,71382,41.350426063130335
2003-09-01,"Agriculture, forestry and fishing",6341,4649,73.31651159123167
2003-09-01,Mining,8239,6046,73.38269207428087
2003-09-01,Manufacturing,22501,10015,44.50913292742545
2003-09-01,"Electricity, gas, water and waste services",5792,3994,68.95718232044199
2003-09-01,Construction,13319,6463,48.52466401381485
2003-09-01,Wholesale trade,10638,4492,42.22598232750517
2003-09-01,Retail trade,10366,3354,32.35577850665637
2003-09-01,Accommodation and food services,5263,1660,31.54094622838685
2003-09-01,"Transport, postal and warehousing",9584,4083,42.60225375626043
2003-09-01,Information media and telecommunications,7417,4904,66.11837670217069
2003-09-01,Financial and insurance services,15211,8828,58.03694694628887
2003-09-01,"Rental, hiring and real estate services",5138,2705,52.64694433631764
2003-09-01,"Professional, scientific and technical services",11211,1630,14.53929176701454
2003-09-01,Administrative and support services,6134,588,9.585914574502771
2003-09-01,Public administration and safety,11773,2089,17.74399048670687
2003-09-01,Education and training,9340,1148,12.291220556745182
2003-09-01,Health care and social assistance,11337,1961,17.297344976625208
2003-09-01,Arts and recreation services,2039,866,42.4717999019127
2003-09-01,Other services,4340,1500,34.56221198156682
2003-09-01,Ownership of dwellings,15683,14347,91.48122170503092
2003-09-01,Total,191412,85061,44.43869767830648
2003-09-01,Total less mining,183173,79015,43.136816015460795
2003-09-01,Total less mi and ag,176832,74366,42.05460550126674
2003-12-01,"Agriculture, forestry and fishing",6516,4799,73.64947820748927
2003-12-01,Mining,8256,6051,73.2921511627907
2003-12-01,Manufacturing,23307,10503,45.06371476380486
2003-12-01,"Electricity, gas, water and waste services",5699,3934,69.02965432532024
2003-12-01,Construction,13942,6977,50.0430354325061
2003-12-01,Wholesale trade,10669,4493,42.11266285500047
2003-12-01,Retail trade,10306,3117,30.244517756646616
2003-12-01,Accommodation and food services,5471,1747,31.932005117894352
2003-12-01,"Transport, postal and warehousing",10045,4360,43.40467894474863
2003-12-01,Information media and telecommunications,7604,5046,66.35981062598633
2003-12-01,Financial and insurance services,15594,8978,57.57342567654226
2003-12-01,"Rental, hiring and real estate services",4945,2430,49.140546006066735
2003-12-01,"Professional, scientific and technical services",11368,1713,15.068613652357495
2003-12-01,Administrative and support services,6204,585,9.429400386847195
2003-12-01,Public administration and safety,12010,2087,17.377185678601165
2003-12-01,Education and training,9467,1171,12.369282771733388
2003-12-01,Health care and social assistance,11597,2036,17.55626455117703
2003-12-01,Arts and recreation services,2230,969,43.45291479820628
2003-12-01,Other services,4361,1554,35.63402889245586
2003-12-01,Ownership of dwellings,15892,14534,91.45482003523786
2003-12-01,Total,196484,88084,44.83011339345697
2003-12-01,Total less mining,188228,82033,43.581720041651614
2003-12-01,Total less mi and ag,181712,77234,42.50352205688122
2004-03-01,"Agriculture, forestry and fishing",6757,5011,74.16013023531153
2004-03-01,Mining,8028,5886,73.31838565022422
2004-03-01,Manufacturing,23493,10728,45.664666070744474
2004-03-01,"Electricity, gas, water and waste services",5842,3999,68.45258473125642
2004-03-01,Construction,14614,7418,50.75954564116601
2004-03-01,Wholesale trade,10998,4769,43.3624295326423
2004-03-01,Retail trade,10522,3180,30.222391180383955
2004-03-01,Accommodation and food services,5542,1699,30.65680259833995
2004-03-01,"Transport, postal and warehousing",9962,4134,41.49769122666132
2004-03-01,Information media and telecommunications,7875,5245,66.60317460317461
2004-03-01,Financial and insurance services,15617,9163,58.67324069923801
2004-03-01,"Rental, hiring and real estate services",4923,2344,47.61324395693683
2004-03-01,"Professional, scientific and technical services",11878,1878,15.810742549250717
2004-03-01,Administrative and support services,6472,565,8.72991347342398
2004-03-01,Public administration and safety,12196,2106,17.267956707117087
2004-03-01,Education and training,9705,1174,12.096857290056672
2004-03-01,Health care and social assistance,11872,2079,17.51179245283019
2004-03-01,Arts and recreation services,2063,895,43.38342220067862
2004-03-01,Other services,4627,1667,36.027663712988975
2004-03-01,Ownership of dwellings,16081,14682,91.3002922703812
2004-03-01,Total,199293,88847,44.581094167883464
2004-03-01,Total less mining,191265,82961,43.3748987007555
2004-03-01,Total less mi and ag,184508,77950,42.24749062371279
2004-06-01,"Agriculture, forestry and fishing",6861,5066,73.83763299810524
2004-06-01,Mining,9108,6954,76.35046113306983
2004-06-01,Manufacturing,23950,11060,46.17954070981211
2004-06-01,"Electricity, gas, water and waste services",5644,3765,66.70800850460667
2004-06-01,Construction,15102,7813,51.7348695537015
2004-06-01,Wholesale trade,10349,4042,39.05691371146971
2004-06-01,Retail trade,10912,3420,31.341642228739
2004-06-01,Accommodation and food services,5717,1681,29.403533321672203
2004-06-01,"Transport, postal and warehousing",11068,5113,46.19624141669678
2004-06-01,Information media and telecommunications,8163,5405,66.21340193556291
2004-06-01,Financial and insurance services,15614,9228,59.100806968105545
2004-06-01,"Rental, hiring and real estate services",5278,2645,50.11367942402425
2004-06-01,"Professional, scientific and technical services",11844,1678,14.167510976021614
2004-06-01,Administrative and support services,6586,603,9.155784998481629
2004-06-01,Public administration and safety,12273,2137,17.412205654689156
2004-06-01,Education and training,9798,1193,12.175954276382935
2004-06-01,Health care and social assistance,12275,2170,17.678207739307535
2004-06-01,Arts and recreation services,2297,1036,45.102307357422724
2004-06-01,Other services,4775,1764,36.94240837696335
2004-06-01,Ownership of dwellings,16396,14964,91.26616247865333
2004-06-01,Total,203085,90817,44.71871383903292
2004-06-01,Total less mining,193977,83863,43.23347613376844
2004-06-01,Total less mi and ag,187116,78797,42.111310630838624
2004-09-01,"Agriculture, forestry and fishing",6575,4727,71.89353612167301
2004-09-01,Mining,10138,7950,78.41783389228645
2004-09-01,Manufacturing,23186,10028,43.25023721211076
2004-09-01,"Electricity, gas, water and waste services",6040,4054,67.11920529801324
2004-09-01,Construction,15560,7950,51.092544987146525
2004-09-01,Wholesale trade,10646,4147,38.95359759534097
2004-09-01,Retail trade,11177,3487,31.197995884405476
2004-09-01,Accommodation and food services,5818,1647,28.30869714678584
2004-09-01,"Transport, postal and warehousing",10725,4597,42.862470862470865
2004-09-01,Information media and telecommunications,8152,5363,65.78753680078509
2004-09-01,Financial and insurance services,16208,9580,59.106614017769
2004-09-01,"Rental, hiring and real estate services",5318,2655,49.92478375329071
2004-09-01,"Professional, scientific and technical services",11952,1600,13.386880856760374
2004-09-01,Administrative and support services,6837,701,10.25303495685242
2004-09-01,Public administration and safety,12393,2183,17.614782538529816
2004-09-01,Education and training,9937,1210,12.17671329375063
2004-09-01,Health care and social assistance,12263,2136,17.418250020386527
2004-09-01,Arts and recreation services,2336,1084,46.4041095890411
2004-09-01,Other services,4800,1730,36.041666666666664
2004-09-01,Ownership of dwellings,16713,15229,91.12068449709807
2004-09-01,Total,206497,91774,44.44326067691056
2004-09-01,Total less mining,196359,83824,42.68915608655575
2004-09-01,Total less mi and ag,189784,79097,41.67738060110441
2004-12-01,"Agriculture, forestry and fishing",6606,4774,72.26763548289435
2004-12-01,Mining,10584,8340,78.79818594104309
2004-12-01,Manufacturing,23420,10038,42.860802732707086
2004-12-01,"Electricity, gas, water and waste services",6180,4096,66.27831715210355
2004-12-01,Construction,15341,7659,49.92503748125937
2004-12-01,Wholesale trade,11261,4625,41.07095284610603
2004-12-01,Retail trade,11040,3281,29.719202898550723
2004-12-01,Accommodation and food services,5762,1624,28.184658104824713
2004-12-01,"Transport, postal and warehousing",11115,4834,43.49077822762033
2004-12-01,Information media and telecommunications,8383,5527,65.93105093641894
2004-12-01,Financial and insurance services,16644,9874,59.32468156693103
2004-12-01,"Rental, hiring and real estate services",5321,2716,51.04303702311596
2004-12-01,"Professional, scientific and technical services",12572,1937,15.407254215717467
2004-12-01,Administrative and support services,7014,775,11.04932991160536
2004-12-01,Public administration and safety,12683,2213,17.448553181423954
2004-12-01,Education and training,10379,1242,11.966470758261876
2004-12-01,Health care and social assistance,12479,2136,17.11675615033256
2004-12-01,Arts and recreation services,2172,932,42.9097605893186
2004-12-01,Other services,4771,1580,33.11674701320478
2004-12-01,Ownership of dwellings,17095,15586,91.17285756069026
2004-12-01,Total,211530,94491,44.67025953765423
2004-12-01,Total less mining,200946,86151,42.87271207189992
2004-12-01,Total less mi and ag,194340,81377,41.873520633940515
2005-03-01,"Agriculture, forestry and fishing",6803,4995,73.42348963692488
2005-03-01,Mining,11252,8864,78.77710629221471
2005-03-01,Manufacturing,24519,10909,44.492026591622825
2005-03-01,"Electricity, gas, water and waste services",6238,4148,66.49567168964413
2005-03-01,Construction,15788,7940,50.29136052698252
2005-03-01,Wholesale trade,11358,4689,41.28367670364501
2005-03-01,Retail trade,11390,3458,30.359964881474976
2005-03-01,Accommodation and food services,5849,1729,29.560608651051464
2005-03-01,"Transport, postal and warehousing",11537,5016,43.47750715090578
2005-03-01,Information media and telecommunications,7988,5099,63.83324987481222
2005-03-01,Financial and insurance services,17061,9974,58.460817068167174
2005-03-01,"Rental, hiring and real estate services",5729,2713,47.355559434456275
2005-03-01,"Professional, scientific and technical services",13023,2439,18.728403593642017
2005-03-01,Administrative and support services,6941,790,11.381645296066848
2005-03-01,Public administration and safety,12786,2249,17.589551071484436
2005-03-01,Education and training,10495,1277,12.167698904240114
2005-03-01,Health care and social assistance,12593,2156,17.120622568093385
2005-03-01,Arts and recreation services,2314,1005,43.431287813310284
2005-03-01,Other services,4733,1541,32.55863088949926
2005-03-01,Ownership of dwellings,17448,15921,91.24828060522697
2005-03-01,Total,215956,97022,44.92674433680935
2005-03-01,Total less mining,204704,88158,43.06608566515554
2005-03-01,Total less mi and ag,197901,83163,42.02252641472251
2005-06-01,"Agriculture, forestry and fishing",6790,5013,73.82916053019146
2005-06-01,Mining,13653,11095,81.26419102028858
2005-06-01,Manufacturing,23188,9399,40.53389684319475
2005-06-01,"Electricity, gas, water and waste services",6232,4116,66.04621309370988
2005-06-01,Construction,16205,8030,49.552607219993824
2005-06-01,Wholesale trade,11325,4619,40.78587196467991
2005-06-01,Retail trade,10352,2438,23.551004636785162
2005-06-01,Accommodation and food services,6008,1923,32.00732356857524
2005-06-01,"Transport, postal and warehousing",11577,5041,43.54323227088192
2005-06-01,Information media and telecommunications,8380,5387,64.28400954653938
2005-06-01,Financial and insurance services,17417,10180,58.44864213125107
2005-06-01,"Rental, hiring and real estate services",5888,2883,48.96399456521739
2005-06-01,"Professional, scientific and technical services",13493,2788,20.662565774846218
2005-06-01,Administrative and support services,7131,833,11.681391109241341
2005-06-01,Public administration and safety,12898,2291,17.762443789734842
2005-06-01,Education and training,10678,1310,12.268215021539614
2005-06-01,Health care and social assistance,12695,2180,17.172115005907838
2005-06-01,Arts and recreation services,2180,907,41.60550458715596
2005-06-01,Other services,4614,1430,30.992631122670133
2005-06-01,Ownership of dwellings,17812,16268,91.3316865034808
2005-06-01,Total,217757,97381,44.72003196223313
2005-06-01,Total less mining,204104,86286,42.27550660447615
2005-06-01,Total less mi and ag,197314,81273,41.18967736703934
2005-09-01,"Agriculture, forestry and fishing",7003,5268,75.2249036127374
2005-09-01,Mining,14155,11488,81.15860120098904
2005-09-01,Manufacturing,24443,10536,43.10436525794706
2005-09-01,"Electricity, gas, water and waste services",6081,3883,63.85462917283341
2005-09-01,Construction,16260,7950,48.8929889298893
2005-09-01,Wholesale trade,11748,4950,42.13483146067416
2005-09-01,Retail trade,11602,3530,30.425788657128084
2005-09-01,Accommodation and food services,6144,2087,33.96809895833333
2005-09-01,"Transport, postal and warehousing",11409,4694,41.14295731440091
2005-09-01,Information media and telecommunications,8795,5640,64.1273450824332
2005-09-01,Financial and insurance services,17904,10513,58.718722073279714
2005-09-01,"Rental, hiring and real estate services",5971,2896,48.50108859487523
2005-09-01,"Professional, scientific and technical services",13758,2679,19.472307021369385
2005-09-01,Administrative and support services,7200,841,11.680555555555555
2005-09-01,Public administration and safety,13323,2332,17.503565263078887
2005-09-01,Education and training,11007,1328,12.06504951394567
2005-09-01,Health care and social assistance,13270,2196,16.54860587792012
2005-09-01,Arts and recreation services,2340,1050,44.871794871794876
2005-09-01,Other services,4725,1438,30.433862433862437
2005-09-01,Ownership of dwellings,18073,16481,91.19127980966081
2005-09-01,Total,224996,101562,45.13946914611815
2005-09-01,Total less mining,210841,90074,42.72129234826244
2005-09-01,Total less mi and ag,203838,84806,41.60460758052963
2005-12-01,"Agriculture, forestry and fishing",7114,5308,74.6134382906944
2005-12-01,Mining,15412,12517,81.21593563457047
2005-12-01,Manufacturing,24459,10469,42.80224048407539
2005-12-01,"Electricity, gas, water and waste services",6253,4044,64.67295698064929
2005-12-01,Construction,16556,7999,48.31481034066199
2005-12-01,Wholesale trade,11522,4647,40.331539663252904
2005-12-01,Retail trade,11625,3445,29.634408602150536
2005-12-01,Accommodation and food services,6288,2143,34.08078880407125
2005-12-01,"Transport, postal and warehousing",11565,4732,40.91655858192823
2005-12-01,Information media and telecommunications,8706,5554,63.795083850218234
2005-12-01,Financial and insurance services,18179,10874,59.81627152208593
2005-12-01,"Rental, hiring and real estate services",5845,2699,46.17621899059024
2005-12-01,"Professional, scientific and technical services",13880,2564,18.472622478386167
2005-12-01,Administrative and support services,7381,902,12.220566318926975
2005-12-01,Public administration and safety,13463,2365,17.566664190745005
2005-12-01,Education and training,11067,1341,12.11710490647872
2005-12-01,Health care and social assistance,13448,2271,16.88726948245092
2005-12-01,Arts and recreation services,2334,1060,45.41559554413025
2005-12-01,Other services,4923,1602,32.541133455210236
2005-12-01,Ownership of dwellings,18461,16857,91.31141324955311
2005-12-01,Total,229213,104119,45.42456143412459
2005-12-01,Total less mining,213801,91602,42.84451429132698
2005-12-01,Total less mi and ag,206687,86294,41.75105352537896
2006-03-01,"Agriculture, forestry and fishing",6612,4829,73.03387779794313
2006-03-01,Mining,16584,13442,81.05402797877473
2006-03-01,Manufacturing,24267,10185,41.970577327234516
2006-03-01,"Electricity, gas, water and waste services",6534,4271,65.36577900214265
2006-03-01,Construction,17275,8609,49.83502170767004
2006-03-01,Wholesale trade,11468,4467,38.951866062085806
2006-03-01,Retail trade,11569,3344,28.904831878295447
2006-03-01,Accommodation and food services,6149,2112,34.34704830053667
2006-03-01,"Transport, postal and warehousing",12162,5120,42.09833908896563
2006-03-01,Information media and telecommunications,8116,5110,62.962050271069494
2006-03-01,Financial and insurance services,18519,11116,60.0248393541768
2006-03-01,"Rental, hiring and real estate services",5937,2818,47.465049688394814
2006-03-01,"Professional, scientific and technical services",13727,1887,13.746630727762804
2006-03-01,Administrative and support services,7565,963,12.72967614011897
2006-03-01,Public administration and safety,13853,2410,17.396953728434276
2006-03-01,Education and training,11386,1404,12.330932724398384
2006-03-01,Health care and social assistance,14022,2343,16.70945656824989
2006-03-01,Arts and recreation services,2334,1041,44.601542416452446
2006-03-01,Other services,4852,1554,32.0280296784831
2006-03-01,Ownership of dwellings,18889,17274,91.4500502938218
2006-03-01,Total,232634,105113,45.18385102779474
2006-03-01,Total less mining,216050,91671,42.430455912983106
2006-03-01,Total less mi and ag,209438,86842,41.46429969728512
2006-06-01,"Agriculture, forestry and fishing",6684,4878,72.9802513464991
2006-06-01,Mining,19170,15979,83.35419926969223
2006-06-01,Manufacturing,23593,9410,39.88471156699021
2006-06-01,"Electricity, gas, water and waste services",6845,4558,66.58875091307523
2006-06-01,Construction,17462,8680,49.70793723513916
2006-06-01,Wholesale trade,11514,4374,37.98853569567483
2006-06-01,Retail trade,11404,3078,26.990529638723253
2006-06-01,Accommodation and food services,6265,2133,34.0462889066241
2006-06-01,"Transport, postal and warehousing",12127,5105,42.096149088810094
2006-06-01,Information media and telecommunications,7595,4667,61.44832126398947
2006-06-01,Financial and insurance services,19444,11564,59.4733593910718
2006-06-01,"Rental, hiring and real estate services",6089,2915,47.87321399244539
2006-06-01,"Professional, scientific and technical services",14043,2014,14.34166488642028
2006-06-01,Administrative and support services,7898,1045,13.231197771587745
2006-06-01,Public administration and safety,13912,2434,17.49568717653824
2006-06-01,Education and training,11443,1437,12.557895656733375
2006-06-01,Health care and social assistance,14029,2270,16.1807684082971
2006-06-01,Arts and recreation services,2148,790,36.778398510242084
2006-06-01,Other services,4876,1501,30.78342904019688
2006-06-01,Ownership of dwellings,19202,17574,91.52171648786585
2006-06-01,Total,234800,105475,44.92120954003408
2006-06-01,Total less mining,215630,89496,41.50442888280851
2006-06-01,Total less mi and ag,208946,84618,40.49754482019278
2006-09-01,"Agriculture, forestry and fishing",6160,4309,69.9512987012987
2006-09-01,Mining,19358,16021,82.76164893067465
2006-09-01,Manufacturing,24420,10058,41.187551187551186
2006-09-01,"Electricity, gas, water and waste services",7022,4768,67.90088293933351
2006-09-01,Construction,17995,8665,48.152264517921644
2006-09-01,Wholesale trade,12146,4802,39.535649596575006
2006-09-01,Retail trade,12020,3818,31.763727121464225
2006-09-01,Accommodation and food services,6348,2068,32.577189666036546
2006-09-01,"Transport, postal and warehousing",13068,5920,45.30149984695439
2006-09-01,Information media and telecommunications,7294,4452,61.036468330134355
2006-09-01,Financial and insurance services,19609,11431,58.294660615023716
2006-09-01,"Rental, hiring and real estate services",6253,2973,47.54517831440908
2006-09-01,"Professional, scientific and technical services",14832,2970,20.024271844660195
2006-09-01,Administrative and support services,8026,1146,14.27859456765512
2006-09-01,Public administration and safety,14266,2482,17.39800925276882
2006-09-01,Education and training,11843,1580,13.341214219370093
2006-09-01,Health care and social assistance,14412,2279,15.813211212878157
2006-09-01,Arts and recreation services,2160,771,35.69444444444444
2006-09-01,Other services,4954,1665,33.60920468308438
2006-09-01,Ownership of dwellings,19887,18142,91.22542364358627
2006-09-01,Total,242144,110385,45.5865105061451
2006-09-01,Total less mining,222786,94364,42.35634196044635
2006-09-01,Total less mi and ag,216626,90055,41.57164883255011
2006-12-01,"Agriculture, forestry and fishing",6027,4269,70.8312593330015
2006-12-01,Mining,18980,15566,82.01264488935722
2006-12-01,Manufacturing,24908,10268,41.223703227878595
2006-12-01,"Electricity, gas, water and waste services",6863,4610,67.1717907620574
2006-12-01,Construction,19163,9205,48.03527631372958
2006-12-01,Wholesale trade,11483,3919,34.12871200905687
2006-12-01,Retail trade,12946,4480,34.60528348524641
2006-12-01,Accommodation and food services,6485,2075,31.99691595990748
2006-12-01,"Transport, postal and warehousing",13860,6547,47.23665223665224
2006-12-01,Information media and telecommunications,7249,4452,61.41536763691544
2006-12-01,Financial and insurance services,21116,11979,56.729494222390606
2006-12-01,"Rental, hiring and real estate services",6578,3135,47.65886287625418
2006-12-01,"Professional, scientific and technical services",15195,2754,18.1243830207305
2006-12-01,Administrative and support services,8713,1321,15.161253299667163
2006-12-01,Public administration and safety,14451,2509,17.36212026849353
2006-12-01,Education and training,11992,1617,13.483989326217477
2006-12-01,Health care and social assistance,14867,2246,15.107284590031615
2006-12-01,Arts and recreation services,2234,815,36.4816472694718
2006-12-01,Other services,4807,1381,28.728936966923236
2006-12-01,Ownership of dwellings,20333,18560,91.28018492106428
2006-12-01,Total,248890,112341,45.136807424966854
2006-12-01,Total less mining,229910,96775,42.092557957461615
2006-12-01,Total less mi and ag,223883,92506,41.318903177105895
2007-03-01,"Agriculture, forestry and fishing",5986,4217,70.44771132642833
2007-03-01,Mining,18358,14924,81.29425863383811
2007-03-01,Manufacturing,25192,10376,41.18767862813591
2007-03-01,"Electricity, gas, water and waste services",6373,4090,64.17699670484858
2007-03-01,Construction,19553,9006,46.05942822073339
2007-03-01,Wholesale trade,12629,4738,37.51682635204688
2007-03-01,Retail trade,13133,4373,33.29779943653392
2007-03-01,Accommodation and food services,6739,2172,32.230301231636744
2007-03-01,"Transport, postal and warehousing",13880,6457,46.52017291066282
2007-03-01,Information media and telecommunications,10782,6997,64.89519569653126
2007-03-01,Financial and insurance services,20841,12284,58.94150952449498
2007-03-01,"Rental, hiring and real estate services",6815,3248,47.65957446808511
2007-03-01,"Professional, scientific and technical services",15774,2945,18.669963230632685
2007-03-01,Administrative and support services,9146,1423,15.5587141919965
2007-03-01,Public administration and safety,14223,2529,17.78105884834423
2007-03-01,Education and training,11884,1639,13.79165264220801
2007-03-01,Health care and social assistance,14981,2179,14.545090447900675
2007-03-01,Arts and recreation services,2323,892,38.39862247094275
2007-03-01,Other services,5186,1371,26.436559969147705
2007-03-01,Ownership of dwellings,20894,19096,91.3946587537092
2007-03-01,Total,255422,115687,45.29249633939128
2007-03-01,Total less mining,237064,100763,42.50455573178551
2007-03-01,Total less mi and ag,231078,96546,41.780697426842885
2007-06-01,"Agriculture, forestry and fishing",5990,4166,69.54924874791318
2007-06-01,Mining,19378,15694,80.98875012901227
2007-06-01,Manufacturing,24790,9658,38.95925776522792
2007-06-01,"Electricity, gas, water and waste services",6457,4170,64.58107480253989
2007-06-01,Construction,20116,9276,46.11254722608869
2007-06-01,Wholesale trade,12804,4484,35.020306154326775
2007-06-01,Retail trade,13034,3996,30.65827834893356
2007-06-01,Accommodation and food services,6818,2068,30.331475506013494
2007-06-01,"Transport, postal and warehousing",13971,6339,45.37255744041228
2007-06-01,Information media and telecommunications,10194,6520,63.9591916813812
2007-06-01,Financial and insurance services,22516,13072,58.05649316041925
2007-06-01,"Rental, hiring and real estate services",6932,3226,46.537795729948066
2007-06-01,"Professional, scientific and technical services",18112,4708,25.993816254416963
2007-06-01,Administrative and support services,9029,1252,13.866430390962453
2007-06-01,Public administration and safety,14331,2531,17.66101458376945
2007-06-01,Education and training,11998,1643,13.693948991498583
2007-06-01,Health care and social assistance,15349,2149,14.000912111538211
2007-06-01,Arts and recreation services,2604,1147,44.047619047619044
2007-06-01,Other services,5351,1653,30.89142216408148
2007-06-01,Ownership of dwellings,21128,19273,91.22018174933737
2007-06-01,Total,259709,115838,44.60299797080579
2007-06-01,Total less mining,240331,100144,41.669197897899146
2007-06-01,Total less mi and ag,234341,95978,40.95655476421113
2007-09-01,"Agriculture, forestry and fishing",6158,4306,69.925300422215
2007-09-01,Mining,18978,15158,79.87143007693118
2007-09-01,Manufacturing,25447,10161,39.93005069359846
2007-09-01,"Electricity, gas, water and waste services",6393,4081,63.83544501798843
2007-09-01,Construction,19750,8695,44.0253164556962
2007-09-01,Wholesale trade,12906,4524,35.05346350534635
2007-09-01,Retail trade,13972,4715,33.746063555682795
2007-09-01,Accommodation and food services,6892,2109,30.60069645966338
2007-09-01,"Transport, postal and warehousing",14371,6568,45.70315218147659
2007-09-01,Information media and telecommunications,9756,6218,63.73513735137352
2007-09-01,Financial and insurance services,22071,12949,58.66974763264011
2007-09-01,"Rental, hiring and real estate services",6946,3144,45.26346098473942
