date,industry,gva,gos,margin
2024-12-01,Construction,49392,20094,40.682701652089406
2024-12-01,Wholesale trade,26984,10620,39.356655796027276
2024-12-01,Retail trade,29485,9539,32.352043411904354
2024-12-01,Accommodation and food services,16692,4726,28.312964294272707
2024-12-01,"Transport, postal and warehousing",31317,15441,49.30548903151643
2024-12-01,Information media and telecommunications,14613,7233,49.497023198521866
2024-12-01,Financial and insurance services,49702,30231,60.8245141040602
2024-12-01,"Rental, hiring and real estate services",17692,9632,54.44268595975582
2024-12-01,"Professional, scientific and technical services",50923,12255,24.06574632287964
2024-12-01,Administrative and support services,23115,2505,10.837118754055808
2024-12-01,Public administration and safety,36695,6699,18.255893173456876
2024-12-01,Education and training,32725,3630,11.092436974789916
2024-12-01,Health care and social assistance,56703,8373,14.76641447542458
2024-12-01,Arts and recreation services,5285,1798,34.02081362346263
2024-12-01,Other services,11051,2224,20.12487557687087
2024-12-01,Ownership of dwellings,63380,57769,91.14704954244242
2024-12-01,Total,646513,288933,44.69098069180357
2024-12-01,Total less mining,580917,235420,40.525582828528
2024-12-01,Total less mi and ag,565495,223493,39.521658016428084
2025-03-01,"Agriculture, forestry and fishing",16369,12798,78.18437289999389
2025-03-01,Mining,63512,51211,80.63200654994331
2025-03-01,Manufacturing,38017,15427,40.57921456190652
2025-03-01,"Electricity, gas, water and waste services",14875,8439,56.732773109243695
2025-03-01,Construction,50360,20544,40.79428117553614
2025-03-01,Wholesale trade,27593,11134,40.35081361214801
2025-03-01,Retail trade,29519,9478,32.10813374436803
2025-03-01,Accommodation and food services,16941,4786,28.250988725577002
2025-03-01,"Transport, postal and warehousing",31559,15489,49.07950188535759
2025-03-01,Information media and telecommunications,14788,7309,49.42520962942927
2025-03-01,Financial and insurance services,50752,30942,60.967055485498115
2025-03-01,"Rental, hiring and real estate services",18052,9733,53.91646354974519
2025-03-01,"Professional, scientific and technical services",51228,11698,22.835168267353794
2025-03-01,Administrative and support services,23502,2402,10.220406773891584
2025-03-01,Public administration and safety,37284,6836,18.33494260272503
2025-03-01,Education and training,33152,3763,11.350748069498069
2025-03-01,Health care and social assistance,58123,8876,15.271063090342892
2025-03-01,Arts and recreation services,5272,1741,33.02352048558422
2025-03-01,Other services,11420,2375,20.796847635726795
2025-03-01,Ownership of dwellings,64291,58600,91.14806115941579
2025-03-01,Total,655819,292803,44.646922397795734
2025-03-01,Total less mining,592307,241592,40.78830741490477
2025-03-01,Total less mi and ag,575938,228794,39.72545655956023
2025-06-01,"Agriculture, forestry and fishing",16379,12768,77.95347701324867
2025-06-01,Mining,62828,50286,80.03756287005793
2025-06-01,Manufacturing,36794,13993,38.03065717236506
2025-06-01,"Electricity, gas, water and waste services",14888,8357,56.13245566899516
2025-06-01,Construction,50424,20336,40.33000158654609
2025-06-01,Wholesale trade,27527,10939,39.73916518327461
2025-06-01,Retail trade,29756,9465,31.80871084823229
2025-06-01,Accommodation and food services,17465,4940,28.285141711995422
2025-06-01,"Transport, postal and warehousing",31588,15184,48.0688869190832
2025-06-01,Information media and telecommunications,14808,7171,48.42652620205294
2025-06-01,Financial and insurance services,51310,31386,61.16936269732995
2025-06-01,"Rental, hiring and real estate services",17755,9528,53.663756688256825
2025-06-01,"Professional, scientific and technical services",51697,12061,23.3301738979051
2025-06-01,Administrative and support services,23701,2396,10.109278089532086
2025-06-01,Public administration and safety,38088,6984,18.336483931947072
2025-06-01,Education and training,33651,3759,11.170544708923954
2025-06-01,Health care and social assistance,59476,9028,15.179231959109558
2025-06-01,Arts and recreation services,5382,1787,33.2032701597919
2025-06-01,Other services,11557,2209,19.1139569092325
2025-06-01,Ownership of dwellings,64921,59098,91.03063723602533
2025-06-01,Total,661179,292864,44.2942077712692
2025-06-01,Total less mining,598351,242578,40.54108708767931
2025-06-01,Total less mi and ag,581972,229810,39.48815406926794
2025-09-01,"Agriculture, forestry and fishing",17208,13620,79.14923291492329
2025-09-01,Mining,64010,51544,80.52491798156538
2025-09-01,Manufacturing,36681,13551,36.94283143861945
2025-09-01,"Electricity, gas, water and waste services",15549,8851,56.92327480866937
2025-09-01,Construction,51379,20497,39.89373090173028
2025-09-01,Wholesale trade,28322,11329,40.000706164818865
2025-09-01,Retail trade,29521,8852,29.985434097760916
2025-09-01,Accommodation and food services,17779,4965,27.926205073401206
2025-09-01,"Transport, postal and warehousing",32695,15854,48.49059489218535
2025-09-01,Information media and telecommunications,14962,7249,48.449405159738
2025-09-01,Financial and insurance services,53457,32189,60.214752043698674
2025-09-01,"Rental, hiring and real estate services",18237,9681,53.08438887974995
2025-09-01,"Professional, scientific and technical services",50979,11661,22.874124639557465
2025-09-01,Administrative and support services,24322,2571,10.570676753556452
2025-09-01,Public administration and safety,38874,7152,18.397900910634355
2025-09-01,Education and training,34502,3823,11.080517071474118
2025-09-01,Health care and social assistance,60394,9099,15.066066165513131
2025-09-01,Arts and recreation services,5493,1836,33.42435827416712
2025-09-01,Other services,12063,2338,19.381580038133134
2025-09-01,Ownership of dwellings,65816,59857,90.94597058466026
2025-09-01,Total,673306,297561,44.194021737516074
2025-09-01,Total less mining,609296,246017,40.37725506157926
2025-09-01,Total less mi and ag,592088,232397,39.250415478780184
2025-12-01,"Agriculture, forestry and fishing",17818,14176,79.55999551015826
2025-12-01,Mining,67159,54457,81.08667490582052
2025-12-01,Manufacturing,37117,13910,37.476089123582184
2025-12-01,"Electricity, gas, water and waste services",15720,9018,57.36641221374046
2025-12-01,Construction,52146,20804,39.89567752080696
2025-12-01,Wholesale trade,28939,11725,40.51625833650092
2025-12-01,Retail trade,30022,9137,30.43434814469389
2025-12-01,Accommodation and food services,18305,5324,29.084949467358644
2025-12-01,"Transport, postal and warehousing",33888,16796,49.5632672332389
2025-12-01,Information media and telecommunications,15036,7392,49.162011173184354
2025-12-01,Financial and insurance services,54236,32921,60.6995353639649
2025-12-01,"Rental, hiring and real estate services",18611,10003,53.74778356885713
2025-12-01,"Professional, scientific and technical services",52316,12648,24.176160256900374
2025-12-01,Administrative and support services,24393,2546,10.437420571475425
2025-12-01,Public administration and safety,39448,7290,18.480024335834518
2025-12-01,Education and training,35106,3939,11.220304221500598
2025-12-01,Health care and social assistance,61421,9175,14.93788769313427
2025-12-01,Arts and recreation services,5478,1827,33.351588170865284
2025-12-01,Other services,12530,2571,20.518754988028732
2025-12-01,Ownership of dwellings,66699,60613,90.87542541867194
2025-12-01,Total,684350,304238,44.456491561335575
2025-12-01,Total less mining,617191,249781,40.47061606536712
2025-12-01,Total less mi and ag,599373,235605,39.3085774634493
