date,Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Financial and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Arts and recreation services,Other services,Total,Total ex mining
2018-09-01,47.82146805059075,9.013000055794231,22.13967310549777,5.1231638418079095,4.594826792672824,4.652315198642995,6.565555777289962,16.626568138855475,21.89391979301423,14.782673748784319,25.190809030288424,6.876762960801479,5.881302989736724,16.33002815522096,5.977753857194116,12.316666898983843,8.498609809603352
2018-12-01,49.79793870355302,8.952543438243614,22.910736783164577,5.781630204420323,4.721220611990232,4.723230447020025,7.287562189054726,18.212421190768264,20.85870733329922,12.65343935767776,26.20686828948447,7.917434429764378,5.164173820692096,15.207100591715978,6.475451818248336,12.959084371439763,8.77115358229181
2019-03-01,51.832125003271656,9.003783389552375,22.336769759450174,5.333656184994002,4.810999201621323,4.7128947814459785,6.996736448300565,18.983608416992798,23.02735873178215,12.374682029028879,23.898401363304387,8.77747147561069,5.907552585357495,13.885305500175912,6.145685997171146,13.295164696525056,8.784232988054644
2019-06-01,50.99458382920846,8.506102375527332,21.374271892585643,5.465422612513722,4.790528928776016,4.74036615629536,7.546274323682961,18.1410437235543,21.755147355672182,11.135260450626676,24.020580966657214,9.084975851716486,5.73461522171869,14.584550660278135,5.757826506688732,13.335524296017992,8.615869295568864
2019-09-01,50.1349704975992,8.558558558558559,21.246609841146842,5.9354881093154646,4.747713257376034,4.907584448693435,7.384435342305442,16.50558659217877,23.264976260228305,8.618223430124445,20.47011952191235,9.352110617933402,5.587129126619306,12.26151698464402,5.698580573337044,13.17445873693619,8.480058255078356
2019-12-01,50.94470400985778,8.85091793850918,22.47419683093473,5.934898306207628,4.863515338024875,5.143877416063635,7.199421305109268,17.263771944306864,24.089535419761308,6.380478363058205,21.578802531745094,8.999086757990868,5.788135593220339,14.037136517575616,6.003895923194657,13.11735702192814,8.674856077313503
2020-03-01,52.27792302931555,9.000064888715853,22.5078548986004,5.738055778116802,5.300195433817626,5.251365091319902,7.03590337524818,16.35536602700782,23.978777108123424,6.7749419953596295,21.205780164245105,9.935275080906148,5.611847233047545,14.178918514826814,6.269704786471768,13.422963539090102,8.780877936893571
2020-06-01,48.93977947413062,10.744200841157829,22.59863449210403,9.663243012480851,6.200650841300673,7.220641616795841,23.262798634812288,22.597902846137387,25.225069252077564,5.924687409130561,27.53514876920921,15.656336322700268,15.508506213001974,42.159383033419026,28.116401234053196,16.676240083243613,12.474146033062485
2020-09-01,49.44001333963261,11.68740882567469,21.905623398160714,9.17166603794249,6.686134648219956,8.02197395679195,21.539780031424083,23.30374451586573,25.49506315847537,2.7393431167016074,26.517791833397876,17.143281035569895,17.433414043583532,38.634600465477114,29.6930986134912,16.753856452813636,12.966910190321949
2020-12-01,53.60334938905149,10.397730433331478,20.92559345701177,8.3843617522374,6.743096461230208,7.0691520712193325,13.09605784128077,16.183454136465883,26.820742904841406,5.91019656827296,25.41547277936963,11.749511184458356,10.781897061723527,26.822039606628046,19.376488417406364,15.43869353786709,10.96869797535252
