date,industry,gop,sales,margin
2003-06-01,Total ex mining,24819,332761,7.4585062552402475
2003-09-01,Mining,5189,14778,35.113005819461364
2003-09-01,Manufacturing,6665,71642,9.303202032327405
2003-09-01,"Electricity, gas, water and waste services",1492,5418,27.53783684016242
2003-09-01,Construction,1963,33775,5.811991117690599
2003-09-01,Wholesale trade,3587,67477,5.315885412807328
2003-09-01,Retail trade,2375,60422,3.930687497931217
2003-09-01,Accommodation and food services,808,12406,6.5129775914879895
2003-09-01,"Transport, postal and warehousing",2174,15538,13.991504698159352
2003-09-01,Information media and telecommunications,1580,8707,18.146319053635008
2003-09-01,Financial and insurance services,1471,7603,19.34762593713008
2003-09-01,"Rental, hiring and real estate services",2806,10204,27.49901999215994
2003-09-01,"Professional, scientific and technical services",755,22306,3.384739531964494
2003-09-01,Administrative and support services,620,10333,6.000193554630794
2003-09-01,Arts and recreation services,666,3629,18.352163130338937
2003-09-01,Other services,502,7979,6.291515227472114
2003-09-01,Total,32653,352217,9.270705275440992
2003-09-01,Total ex mining,27464,337439,8.138952521789124
2003-12-01,Mining,5366,14813,36.22493755485047
2003-12-01,Manufacturing,7034,72961,9.64076698510163
2003-12-01,"Electricity, gas, water and waste services",1494,6127,24.383874653174473
2003-12-01,Construction,2085,33908,6.1489913884629
2003-12-01,Wholesale trade,3489,67220,5.190419518000595
2003-12-01,Retail trade,2310,61790,3.7384690079300857
2003-12-01,Accommodation and food services,816,12844,6.353161009031455
2003-12-01,"Transport, postal and warehousing",2349,16251,14.454495107993354
2003-12-01,Information media and telecommunications,1672,8818,18.961215695168974
2003-12-01,Financial and insurance services,1425,7885,18.072289156626507
2003-12-01,"Rental, hiring and real estate services",2712,10816,25.073964497041416
2003-12-01,"Professional, scientific and technical services",756,22731,3.3258545598521843
2003-12-01,Administrative and support services,618,10515,5.877318116975749
2003-12-01,Arts and recreation services,670,3913,17.12241247124968
2003-12-01,Other services,527,8048,6.548210735586481
2003-12-01,Total,33323,358640,9.29149007361142
2003-12-01,Total ex mining,27957,343827,8.131124082750919
2004-03-01,Mining,4959,14883,33.3198951824229
2004-03-01,Manufacturing,7396,74826,9.884264827733675
2004-03-01,"Electricity, gas, water and waste services",1526,6327,24.118855697803067
2004-03-01,Construction,2154,34378,6.265634999127349
2004-03-01,Wholesale trade,3989,69874,5.708847353808284
2004-03-01,Retail trade,2564,62631,4.09381935463269
2004-03-01,Accommodation and food services,727,13149,5.528937561791771
2004-03-01,"Transport, postal and warehousing",2350,16957,13.858583475850681
2004-03-01,Information media and telecommunications,1714,8888,19.284428442844284
2004-03-01,Financial and insurance services,1508,8277,18.219161531956026
2004-03-01,"Rental, hiring and real estate services",2793,11188,24.964247407937076
2004-03-01,"Professional, scientific and technical services",744,22670,3.281870313189237
2004-03-01,Administrative and support services,576,10461,5.506165758531689
2004-03-01,Arts and recreation services,604,3597,16.791770920211288
2004-03-01,Other services,520,8248,6.304558680892337
2004-03-01,Total,34125,366354,9.314761132674953
2004-03-01,Total ex mining,29166,351471,8.298266428809205
2004-06-01,Mining,6203,16485,37.62814680012132
2004-06-01,Manufacturing,7841,75036,10.449650834266219
2004-06-01,"Electricity, gas, water and waste services",1377,6244,22.053171044202436
2004-06-01,Construction,2262,35054,6.4529012380898045
2004-06-01,Wholesale trade,3726,70078,5.316932560860755
2004-06-01,Retail trade,2278,63426,3.5915870463216972
2004-06-01,Accommodation and food services,796,13621,5.843917480361207
2004-06-01,"Transport, postal and warehousing",2738,17131,15.982721382289416
2004-06-01,Information media and telecommunications,1930,9225,20.92140921409214
2004-06-01,Financial and insurance services,1287,8546,15.059677041890943
2004-06-01,"Rental, hiring and real estate services",3147,11647,27.01983343350219
2004-06-01,"Professional, scientific and technical services",563,22801,2.4691899478093067
2004-06-01,Administrative and support services,563,10617,5.302816238108694
2004-06-01,Arts and recreation services,635,4054,15.663542180562406
2004-06-01,Other services,531,8489,6.255153728354341
2004-06-01,Total,35876,372454,9.632330435436321
2004-06-01,Total ex mining,29673,355969,8.33583823310457
2004-09-01,Mining,6975,17913,38.93820130631385
2004-09-01,Manufacturing,7933,76565,10.36113106510808
2004-09-01,"Electricity, gas, water and waste services",1527,6290,24.276629570747218
2004-09-01,Construction,2317,35334,6.557423444840664
2004-09-01,Wholesale trade,3672,71367,5.145235192736139
2004-09-01,Retail trade,2378,64507,3.686421628660456
2004-09-01,Accommodation and food services,960,14085,6.815761448349308
2004-09-01,"Transport, postal and warehousing",2341,17123,13.671669684050691
2004-09-01,Information media and telecommunications,1761,9214,19.112220533970046
2004-09-01,Financial and insurance services,1267,8391,15.099511381241806
2004-09-01,"Rental, hiring and real estate services",3270,11141,29.351045687101696
2004-09-01,"Professional, scientific and technical services",763,23299,3.2748186617451394
2004-09-01,Administrative and support services,573,10946,5.234788964005116
2004-09-01,Arts and recreation services,691,4128,16.739341085271317
2004-09-01,Other services,538,8771,6.133850188119941
2004-09-01,Total,36967,379074,9.751921788357947
2004-09-01,Total ex mining,29992,361161,8.304329647996322
2004-12-01,Mining,7117,18456,38.561985262245344
2004-12-01,Manufacturing,7451,77149,9.65793464594486
2004-12-01,"Electricity, gas, water and waste services",1389,5909,23.50651548485361
2004-12-01,Construction,2321,35755,6.491399804223185
2004-12-01,Wholesale trade,3775,72107,5.235275354681238
2004-12-01,Retail trade,2382,65167,3.655224269952583
2004-12-01,Accommodation and food services,969,13860,6.991341991341991
2004-12-01,"Transport, postal and warehousing",2562,17677,14.49340951518923
2004-12-01,Information media and telecommunications,1798,9246,19.446247025740863
2004-12-01,Financial and insurance services,1607,8297,19.368446426419187
2004-12-01,"Rental, hiring and real estate services",3082,10718,28.75536480686695
2004-12-01,"Professional, scientific and technical services",748,23547,3.1766254724593366
2004-12-01,Administrative and support services,534,11021,4.845295345249977
2004-12-01,Arts and recreation services,704,4067,17.310056552741578
2004-12-01,Other services,550,8865,6.204173716864072
2004-12-01,Total,36990,381841,9.687278212659196
2004-12-01,Total ex mining,29873,363385,8.220757598690094
2005-03-01,Mining,7466,19506,38.27540244027479
2005-03-01,Manufacturing,7802,78120,9.987199180747568
2005-03-01,"Electricity, gas, water and waste services",1395,5852,23.838004101161996
2005-03-01,Construction,2399,37442,6.407243202820362
2005-03-01,Wholesale trade,3762,71846,5.236199649249784
2005-03-01,Retail trade,2254,66384,3.395396481079778
2005-03-01,Accommodation and food services,977,13962,6.99756481879387
2005-03-01,"Transport, postal and warehousing",2565,17949,14.290489720875815
2005-03-01,Information media and telecommunications,1715,9053,18.943996465260135
2005-03-01,Financial and insurance services,1546,8195,18.86516168395363
2005-03-01,"Rental, hiring and real estate services",2928,11108,26.35938062657544
2005-03-01,"Professional, scientific and technical services",712,23859,2.984198834821241
2005-03-01,Administrative and support services,487,10930,4.4556267154620315
2005-03-01,Arts and recreation services,765,4330,17.66743648960739
2005-03-01,Other services,568,8986,6.320943690184731
2005-03-01,Total,37340,387522,9.635581979861788
2005-03-01,Total ex mining,29874,368016,8.11758184426764
2005-06-01,Mining,10157,22640,44.863074204947
2005-06-01,Manufacturing,7610,79706,9.547587383634857
2005-06-01,"Electricity, gas, water and waste services",1436,5891,24.376167034459346
2005-06-01,Construction,2238,39044,5.73199467267698
2005-06-01,Wholesale trade,3893,74479,5.226976731696182
2005-06-01,Retail trade,2433,67583,3.6000177559445423
2005-06-01,Accommodation and food services,1014,14035,7.224795154969718
2005-06-01,"Transport, postal and warehousing",2546,18376,13.855028297779711
2005-06-01,Information media and telecommunications,1815,9332,19.449207029575653
2005-06-01,Financial and insurance services,2151,8770,24.52679589509692
2005-06-01,"Rental, hiring and real estate services",3006,11675,25.74732334047109
2005-06-01,"Professional, scientific and technical services",764,23753,3.2164358186334354
2005-06-01,Administrative and support services,513,11095,4.623704371338441
2005-06-01,Arts and recreation services,753,4301,17.50755638223669
2005-06-01,Other services,597,9214,6.479270675059692
2005-06-01,Total,40927,399894,10.234462132465104
2005-06-01,Total ex mining,30770,377254,8.156308481818614
2005-09-01,Mining,11001,23791,46.240174856037996
2005-09-01,Manufacturing,7870,80731,9.748423777730983
2005-09-01,"Electricity, gas, water and waste services",1347,5803,23.21213165603998
2005-09-01,Construction,2393,40669,5.884088617866188
2005-09-01,Wholesale trade,3874,75386,5.138885204149311
2005-09-01,Retail trade,2458,68442,3.5913620291633794
2005-09-01,Accommodation and food services,1003,14119,7.103902542672993
2005-09-01,"Transport, postal and warehousing",2520,18589,13.556404325138525
2005-09-01,Information media and telecommunications,1907,9620,19.823284823284823
2005-09-01,Financial and insurance services,1890,8840,21.380090497737555
2005-09-01,"Rental, hiring and real estate services",2885,11825,24.397463002114165
2005-09-01,"Professional, scientific and technical services",753,24127,3.120984788825797
2005-09-01,Administrative and support services,535,11419,4.685173833085209
2005-09-01,Arts and recreation services,745,4522,16.475011057054402
2005-09-01,Other services,606,9498,6.380290587492103
2005-09-01,Total,41786,407381,10.257228491264934
2005-09-01,Total ex mining,30785,383590,8.02549597226205
2005-12-01,Mining,11633,24500,47.481632653061226
2005-12-01,Manufacturing,7806,81685,9.556222072595947
2005-12-01,"Electricity, gas, water and waste services",1396,5807,24.03995178233167
2005-12-01,Construction,2529,42005,6.020711820021426
2005-12-01,Wholesale trade,3989,77156,5.1700451034268236
2005-12-01,Retail trade,2441,69243,3.5252660918793235
2005-12-01,Accommodation and food services,940,14147,6.64451827242525
2005-12-01,"Transport, postal and warehousing",2481,18874,13.145067288333156
2005-12-01,Information media and telecommunications,1815,9774,18.569674647022712
2005-12-01,Financial and insurance services,2005,8832,22.701539855072465
2005-12-01,"Rental, hiring and real estate services",2785,11831,23.539852928746512
2005-12-01,"Professional, scientific and technical services",704,25094,2.80545150235116
2005-12-01,Administrative and support services,548,11717,4.676965093453956
2005-12-01,Arts and recreation services,787,4590,17.145969498910677
2005-12-01,Other services,607,9555,6.3526949241234965
2005-12-01,Total,42465,414810,10.237217039126346
2005-12-01,Total ex mining,30832,390310,7.899362045553534
2006-03-01,Mining,12245,25942,47.201449387094286
2006-03-01,Manufacturing,7930,83773,9.466057082830984
2006-03-01,"Electricity, gas, water and waste services",1341,5608,23.912268188302424
2006-03-01,Construction,2474,42865,5.77160853843462
2006-03-01,Wholesale trade,4126,79239,5.207031890861823
2006-03-01,Retail trade,2428,69640,3.4865020103388855
2006-03-01,Accommodation and food services,931,14416,6.458102108768035
2006-03-01,"Transport, postal and warehousing",2472,19481,12.689286997587393
2006-03-01,Information media and telecommunications,1721,9712,17.72034596375618
2006-03-01,Financial and insurance services,1979,9368,21.125106746370623
2006-03-01,"Rental, hiring and real estate services",2615,11763,22.23072345490096
2006-03-01,"Professional, scientific and technical services",610,25653,2.3778895255915486
2006-03-01,Administrative and support services,442,11569,3.8205549312818743
2006-03-01,Arts and recreation services,788,4504,17.4955595026643
2006-03-01,Other services,601,9689,6.202910517081226
2006-03-01,Total,42705,423222,10.090448984221046
2006-03-01,Total ex mining,30460,397280,7.6671365283930735
2006-06-01,Mining,14626,28567,51.198935835054435
2006-06-01,Manufacturing,7964,85966,9.264127678384478
2006-06-01,"Electricity, gas, water and waste services",1438,5995,23.986655546288574
2006-06-01,Construction,2354,42651,5.519214086422358
2006-06-01,Wholesale trade,4219,80547,5.237935615230859
2006-06-01,Retail trade,2460,70748,3.4771300955504043
2006-06-01,Accommodation and food services,967,14640,6.605191256830602
2006-06-01,"Transport, postal and warehousing",2571,19975,12.871088861076347
2006-06-01,Information media and telecommunications,1840,9855,18.670725520040587
2006-06-01,Financial and insurance services,1643,9298,17.670466767046676
2006-06-01,"Rental, hiring and real estate services",2977,12066,24.672633847173877
2006-06-01,"Professional, scientific and technical services",633,26104,2.4249157217284707
2006-06-01,Administrative and support services,454,12090,3.7551695616211744
2006-06-01,Arts and recreation services,717,4604,15.57341442224153
2006-06-01,Other services,627,9865,6.355803345159655
2006-06-01,Total,45492,432971,10.506939263830603
2006-06-01,Total ex mining,30866,404404,7.632466543357633
2006-09-01,Mining,14014,29652,47.26156751652502
2006-09-01,Manufacturing,8551,86740,9.858196910306663
2006-09-01,"Electricity, gas, water and waste services",1473,5977,24.64447047013552
2006-09-01,Construction,2166,44004,4.922279792746114
2006-09-01,Wholesale trade,4350,83228,5.226606430528188
2006-09-01,Retail trade,2521,69021,3.6525115544544415
2006-09-01,Accommodation and food services,1009,14769,6.831877581420542
2006-09-01,"Transport, postal and warehousing",2797,20820,13.434197886647453
2006-09-01,Information media and telecommunications,2018,10083,20.013884756520877
2006-09-01,Financial and insurance services,1778,9908,17.945094872830037
2006-09-01,"Rental, hiring and real estate services",2785,12303,22.636755262943996
2006-09-01,"Professional, scientific and technical services",619,26260,2.3571972581873575
2006-09-01,Administrative and support services,390,12247,3.1844533355107374
2006-09-01,Arts and recreation services,708,4482,15.796519410977242
2006-09-01,Other services,616,9874,6.238606441158598
2006-09-01,Total,45794,439368,10.422698057209447
2006-09-01,Total ex mining,31780,409716,7.756592371301096
2006-12-01,Mining,13429,28829,46.58156717194492
2006-12-01,Manufacturing,8711,88373,9.857083045726636
2006-12-01,"Electricity, gas, water and waste services",1579,6066,26.030333003626772
2006-12-01,Construction,2600,46970,5.535448158398978
2006-12-01,Wholesale trade,4360,85116,5.122421166408196
2006-12-01,Retail trade,2825,70238,4.0220393519177655
2006-12-01,Accommodation and food services,1036,15014,6.900226455308379
2006-12-01,"Transport, postal and warehousing",3045,21640,14.071164510166358
2006-12-01,Information media and telecommunications,2024,10412,19.439108720706876
2006-12-01,Financial and insurance services,1812,10900,16.623853211009173
2006-12-01,"Rental, hiring and real estate services",3059,12643,24.195206833821086
2006-12-01,"Professional, scientific and technical services",657,27189,2.4164184045018207
2006-12-01,Administrative and support services,499,13026,3.83079993858437
2006-12-01,Arts and recreation services,905,4662,19.41226941226941
2006-12-01,Other services,652,10241,6.366565765062006
2006-12-01,Total,47192,451319,10.456462058987102
2006-12-01,Total ex mining,33763,422490,7.991431749863902
2007-03-01,Mining,12632,27648,45.688657407407405
2007-03-01,Manufacturing,8941,88713,10.078567966363442
2007-03-01,"Electricity, gas, water and waste services",1529,6417,23.827333645005456
2007-03-01,Construction,2517,49149,5.121162180308857
2007-03-01,Wholesale trade,4678,85559,5.467572084760224
2007-03-01,Retail trade,2961,71328,4.151244952893674
2007-03-01,Accommodation and food services,1054,15215,6.927374301675977
2007-03-01,"Transport, postal and warehousing",3186,21962,14.50687551224843
2007-03-01,Information media and telecommunications,4748,16560,28.67149758454106
2007-03-01,Financial and insurance services,1603,11504,13.934283727399166
2007-03-01,"Rental, hiring and real estate services",3308,13851,23.88275214785936
2007-03-01,"Professional, scientific and technical services",659,27159,2.426451636658198
2007-03-01,Administrative and support services,615,13771,4.4659066153511
2007-03-01,Arts and recreation services,961,4817,19.950176458376585
2007-03-01,Other services,655,10845,6.039649608114338
2007-03-01,Total,50045,464498,10.773996874044668
2007-03-01,Total ex mining,37413,436850,8.564266910838962
2007-06-01,Mining,13330,29262,45.55396076823184
2007-06-01,Manufacturing,8597,90198,9.531253464600102
2007-06-01,"Electricity, gas, water and waste services",1617,6734,24.012474012474012
2007-06-01,Construction,3075,50580,6.079478054567023
2007-06-01,Wholesale trade,4873,87470,5.571052932433977
2007-06-01,Retail trade,3061,71775,4.264716126785093
2007-06-01,Accommodation and food services,1038,15604,6.65214047680082
2007-06-01,"Transport, postal and warehousing",2711,22070,12.283642954236521
2007-06-01,Information media and telecommunications,4679,16352,28.614236790606657
2007-06-01,Financial and insurance services,1758,12111,14.515729502105524
2007-06-01,"Rental, hiring and real estate services",3268,13583,24.05948612235883
2007-06-01,"Professional, scientific and technical services",775,29237,2.6507507610219925
2007-06-01,Administrative and support services,561,13789,4.068460366959171
2007-06-01,Arts and recreation services,969,4898,19.783585136790528
2007-06-01,Other services,676,10180,6.640471512770138
2007-06-01,Total,50988,473843,10.76052616583974
2007-06-01,Total ex mining,37658,444581,8.470447455019444
2007-09-01,Mining,11993,28636,41.88084928062579
2007-09-01,Manufacturing,8415,90829,9.264662167369453
2007-09-01,"Electricity, gas, water and waste services",1632,7605,21.45956607495069
2007-09-01,Construction,2928,53261,5.497455924597736
2007-09-01,Wholesale trade,4572,87078,5.250465100254944
2007-09-01,Retail trade,3119,72618,4.295078355228731
2007-09-01,Accommodation and food services,1069,15923,6.713559002700496
2007-09-01,"Transport, postal and warehousing",3172,22636,14.013076515285386
2007-09-01,Information media and telecommunications,4672,16620,28.110709987966302
2007-09-01,Financial and insurance services,1791,12265,14.602527517325722
2007-09-01,"Rental, hiring and real estate services",2826,14095,20.049663001064207
2007-09-01,"Professional, scientific and technical services",779,30694,2.5379553007102365
2007-09-01,Administrative and support services,618,13729,4.501420351081651
2007-09-01,Arts and recreation services,869,4803,18.092858630022903
2007-09-01,Other services,688,10855,6.338093044679871
2007-09-01,Total,49144,481647,10.20332318066966
2007-09-01,Total ex mining,37151,453011,8.20090461379525
2007-12-01,Mining,12370,29710,41.63581285762369
2007-12-01,Manufacturing,9122,93274,9.779788579882926
2007-12-01,"Electricity, gas, water and waste services",1736,8004,21.689155422288856
