"","date","industry","gva","gos","margin"
"420",2007-03-01,"Wholesale trade",12629,4738,37.5168263520469
"421",2007-03-01,"Retail trade",13133,4373,33.2977994365339
"422",2007-03-01,"Accommodation and food services",6739,2172,32.2303012316367
"423",2007-03-01,"Transport, postal and warehousing",13880,6457,46.5201729106628
"424",2007-03-01,"Information media and telecommunications",10782,6997,64.8951956965313
"425",2007-03-01,"Financial and insurance services",20841,12284,58.941509524495
"426",2007-03-01,"Rental, hiring and real estate services",6815,3248,47.6595744680851
"427",2007-03-01,"Professional, scientific and technical services",15774,2945,18.6699632306327
"428",2007-03-01,"Administrative and support services",9146,1423,15.5587141919965
"429",2007-03-01,"Public administration and safety",14223,2529,17.7810588483442
"430",2007-03-01,"Education and training",11884,1639,13.791652642208
"431",2007-03-01,"Health care and social assistance",14981,2179,14.5450904479007
"432",2007-03-01,"Arts and recreation services",2323,892,38.3986224709427
"433",2007-03-01,"Other services",5186,1371,26.4365599691477
"434",2007-03-01,"Ownership of dwellings",20894,19096,91.3946587537092
"435",2007-03-01,"Total",255422,115687,45.2924963393913
"436",2007-03-01,"Total less mining",237064,100763,42.5045557317855
"437",2007-03-01,"Total less mi and ag",231078,96546,41.7806974268429
"438",2007-06-01,"Agriculture, forestry and fishing",5990,4166,69.5492487479132
"439",2007-06-01,"Mining",19378,15694,80.9887501290123
"440",2007-06-01,"Manufacturing",24790,9658,38.9592577652279
"441",2007-06-01,"Electricity, gas, water and waste services",6457,4170,64.5810748025399
"442",2007-06-01,"Construction",20116,9276,46.1125472260887
"443",2007-06-01,"Wholesale trade",12804,4484,35.0203061543268
"444",2007-06-01,"Retail trade",13034,3996,30.6582783489336
"445",2007-06-01,"Accommodation and food services",6818,2068,30.3314755060135
"446",2007-06-01,"Transport, postal and warehousing",13971,6339,45.3725574404123
"447",2007-06-01,"Information media and telecommunications",10194,6520,63.9591916813812
"448",2007-06-01,"Financial and insurance services",22516,13072,58.0564931604193
"449",2007-06-01,"Rental, hiring and real estate services",6932,3226,46.5377957299481
"450",2007-06-01,"Professional, scientific and technical services",18112,4708,25.993816254417
"451",2007-06-01,"Administrative and support services",9029,1252,13.8664303909625
"452",2007-06-01,"Public administration and safety",14331,2531,17.6610145837695
"453",2007-06-01,"Education and training",11998,1643,13.6939489914986
"454",2007-06-01,"Health care and social assistance",15349,2149,14.0009121115382
"455",2007-06-01,"Arts and recreation services",2604,1147,44.047619047619
"456",2007-06-01,"Other services",5351,1653,30.8914221640815
"457",2007-06-01,"Ownership of dwellings",21128,19273,91.2201817493374
"458",2007-06-01,"Total",259709,115838,44.6029979708058
"459",2007-06-01,"Total less mining",240331,100144,41.6691978978991
"460",2007-06-01,"Total less mi and ag",234341,95978,40.9565547642111
"461",2007-09-01,"Agriculture, forestry and fishing",6158,4306,69.925300422215
"462",2007-09-01,"Mining",18978,15158,79.8714300769312
"463",2007-09-01,"Manufacturing",25447,10161,39.9300506935985
"464",2007-09-01,"Electricity, gas, water and waste services",6393,4081,63.8354450179884
"465",2007-09-01,"Construction",19750,8695,44.0253164556962
"466",2007-09-01,"Wholesale trade",12906,4524,35.0534635053464
"467",2007-09-01,"Retail trade",13972,4715,33.7460635556828
"468",2007-09-01,"Accommodation and food services",6892,2109,30.6006964596634
"469",2007-09-01,"Transport, postal and warehousing",14371,6568,45.7031521814766
"470",2007-09-01,"Information media and telecommunications",9756,6218,63.7351373513735
"471",2007-09-01,"Financial and insurance services",22071,12949,58.6697476326401
"472",2007-09-01,"Rental, hiring and real estate services",6946,3144,45.2634609847394
"473",2007-09-01,"Professional, scientific and technical services",18200,4341,23.8516483516484
"474",2007-09-01,"Administrative and support services",9056,1103,12.1797703180212
"475",2007-09-01,"Public administration and safety",14195,2500,17.611835153223
"476",2007-09-01,"Education and training",12079,1598,13.2295719844358
"477",2007-09-01,"Health care and social assistance",16128,2301,14.2671130952381
"478",2007-09-01,"Arts and recreation services",2439,998,40.9184091840918
"479",2007-09-01,"Other services",5231,1500,28.6752055056395
"480",2007-09-01,"Ownership of dwellings",22018,20197,91.7294940503225
"481",2007-09-01,"Total",263068,117240,44.566423890401
"482",2007-09-01,"Total less mining",244090,102082,41.8214592978
"483",2007-09-01,"Total less mi and ag",237932,97776,41.0940941109224
"484",2007-12-01,"Agriculture, forestry and fishing",6302,4405,69.8984449381149
"485",2007-12-01,"Mining",18965,15128,79.7679936725547
"486",2007-12-01,"Manufacturing",25937,10579,40.7872922851525
"487",2007-12-01,"Electricity, gas, water and waste services",6467,4093,63.2905520334003
"488",2007-12-01,"Construction",20482,9007,43.9751977345962
"489",2007-12-01,"Wholesale trade",13625,4810,35.302752293578
"490",2007-12-01,"Retail trade",13690,4262,31.1322132943755
"491",2007-12-01,"Accommodation and food services",6910,2015,29.1606367583213
"492",2007-12-01,"Transport, postal and warehousing",14373,6437,44.7853614415919
"493",2007-12-01,"Information media and telecommunications",9464,5981,63.1973795435334
"494",2007-12-01,"Financial and insurance services",22408,13136,58.6219207425919
"495",2007-12-01,"Rental, hiring and real estate services",7470,3771,50.4819277108434
"496",2007-12-01,"Professional, scientific and technical services",18161,4242,23.3577446175871
"497",2007-12-01,"Administrative and support services",9362,1176,12.5614185003204
"498",2007-12-01,"Public administration and safety",14310,2507,17.5192173305381
"499",2007-12-01,"Education and training",12239,1657,13.538687801291
"500",2007-12-01,"Health care and social assistance",16487,2433,14.7570813368108
"501",2007-12-01,"Arts and recreation services",2410,922,38.2572614107884
"502",2007-12-01,"Other services",5298,1575,29.7281993204983
"503",2007-12-01,"Ownership of dwellings",22531,20682,91.7935289157161
"504",2007-12-01,"Total",268191,120113,44.7863649414037
"505",2007-12-01,"Total less mining",249226,104985,42.1244171956377
"506",2007-12-01,"Total less mi and ag",242924,100580,41.4038958686667
"507",2008-03-01,"Agriculture, forestry and fishing",7958,6023,75.6848454385524
"508",2008-03-01,"Mining",20071,16002,79.7269692591301
"509",2008-03-01,"Manufacturing",26793,10970,40.9435300264995
"510",2008-03-01,"Electricity, gas, water and waste services",7830,5302,67.7139208173691
"511",2008-03-01,"Construction",21061,9363,44.4565785100423
"512",2008-03-01,"Wholesale trade",13588,4802,35.3400058875478
"513",2008-03-01,"Retail trade",14028,4368,31.1377245508982
"514",2008-03-01,"Accommodation and food services",7472,2534,33.9132762312634
"515",2008-03-01,"Transport, postal and warehousing",14853,6842,46.0647680603245
"516",2008-03-01,"Information media and telecommunications",9420,5863,62.23991507431
"517",2008-03-01,"Financial and insurance services",22209,13159,59.2507541987483
"518",2008-03-01,"Rental, hiring and real estate services",7528,3920,52.0722635494155
"519",2008-03-01,"Professional, scientific and technical services",16444,2434,14.8017513986865
"520",2008-03-01,"Administrative and support services",10008,1443,14.4184652278177
"521",2008-03-01,"Public administration and safety",14783,2550,17.2495433944396
"522",2008-03-01,"Education and training",12786,1729,13.5226028468638
"523",2008-03-01,"Health care and social assistance",17172,2618,15.2457488935476
"524",2008-03-01,"Arts and recreation services",2701,1234,45.686782673084
"525",2008-03-01,"Other services",5217,1421,27.2378761740464
"526",2008-03-01,"Ownership of dwellings",23071,21190,91.8469073728924
"527",2008-03-01,"Total",275687,124461,45.1457631299263
"528",2008-03-01,"Total less mining",255616,108459,42.4304425388082
"529",2008-03-01,"Total less mi and ag",247658,102436,41.3618780737953
"530",2008-06-01,"Agriculture, forestry and fishing",7520,5580,74.2021276595745
"531",2008-06-01,"Mining",25147,20814,82.7693164194536
"532",2008-06-01,"Manufacturing",28438,12259,43.1078134889936
"533",2008-06-01,"Electricity, gas, water and waste services",7550,4857,64.3311258278146
"534",2008-06-01,"Construction",22586,10158,44.9747631276012
"535",2008-06-01,"Wholesale trade",13687,4713,34.4341345802586
"536",2008-06-01,"Retail trade",14263,4416,30.9612283530814
"537",2008-06-01,"Accommodation and food services",7197,2305,32.0272335695429
"538",2008-06-01,"Transport, postal and warehousing",14871,6631,44.590141886894
"539",2008-06-01,"Information media and telecommunications",9213,5666,61.5000542711386
"540",2008-06-01,"Financial and insurance services",23093,13907,60.2217122071623
"541",2008-06-01,"Rental, hiring and real estate services",7544,3645,48.3165429480382
"542",2008-06-01,"Professional, scientific and technical services",17573,2814,16.0132020713595
"543",2008-06-01,"Administrative and support services",10221,1644,16.084531846199
"544",2008-06-01,"Public administration and safety",15281,2628,17.1978273673189
"545",2008-06-01,"Education and training",13242,1829,13.812112973871
"546",2008-06-01,"Health care and social assistance",17680,2831,16.012443438914
"547",2008-06-01,"Arts and recreation services",2517,1023,40.6436233611442
"548",2008-06-01,"Other services",5624,1691,30.0675675675676
"549",2008-06-01,"Ownership of dwellings",23676,21733,91.7933772596722
"550",2008-06-01,"Total",286003,130232,45.5351866938459
"551",2008-06-01,"Total less mining",260856,109418,41.9457478455546
"552",2008-06-01,"Total less mi and ag",253336,103838,40.9882527552342
"553",2008-09-01,"Agriculture, forestry and fishing",7189,5277,73.4038113784949
"554",2008-09-01,"Mining",30818,26122,84.7621519890973
"555",2008-09-01,"Manufacturing",27028,11087,41.0204232647625
"556",2008-09-01,"Electricity, gas, water and waste services",7477,4834,64.6515982345861
"557",2008-09-01,"Construction",23310,10724,46.006006006006
"558",2008-09-01,"Wholesale trade",13962,5043,36.1194671250537
"559",2008-09-01,"Retail trade",13920,3864,27.7586206896552
"560",2008-09-01,"Accommodation and food services",7460,2515,33.7131367292225
"561",2008-09-01,"Transport, postal and warehousing",14912,6666,44.7022532188841
"562",2008-09-01,"Information media and telecommunications",9296,5835,62.7689328743546
"563",2008-09-01,"Financial and insurance services",23986,14976,62.4364212457267
"564",2008-09-01,"Rental, hiring and real estate services",7618,3659,48.0309792596482
"565",2008-09-01,"Professional, scientific and technical services",19339,4278,22.121102435493
"566",2008-09-01,"Administrative and support services",10192,1855,18.2005494505494
"567",2008-09-01,"Public administration and safety",15599,2779,17.8152445669594
"568",2008-09-01,"Education and training",13403,1966,14.6683578303365
"569",2008-09-01,"Health care and social assistance",17675,2738,15.4908062234795
"570",2008-09-01,"Arts and recreation services",2613,1110,42.4799081515499
"571",2008-09-01,"Other services",5587,1433,25.6488276355826
"572",2008-09-01,"Ownership of dwellings",24049,22123,91.9913509917252
"573",2008-09-01,"Total",295309,138754,46.9860383530471
"574",2008-09-01,"Total less mining",264491,112632,42.5844357653001
"575",2008-09-01,"Total less mi and ag",257302,107355,41.723344552316
"576",2008-12-01,"Agriculture, forestry and fishing",7421,5495,74.046624444145
"577",2008-12-01,"Mining",31013,26080,84.0937671299133
"578",2008-12-01,"Manufacturing",26112,10069,38.5608149509804
"579",2008-12-01,"Electricity, gas, water and waste services",7117,4417,62.0626668540115
"580",2008-12-01,"Construction",23153,10921,47.1688334125167
"581",2008-12-01,"Wholesale trade",11800,2839,24.0593220338983
"582",2008-12-01,"Retail trade",14879,4793,32.2131863700518
"583",2008-12-01,"Accommodation and food services",7516,2436,32.410856838744
"584",2008-12-01,"Transport, postal and warehousing",14689,6539,44.5163047178161
"585",2008-12-01,"Information media and telecommunications",9897,6293,63.584924724664
"586",2008-12-01,"Financial and insurance services",24272,15524,63.9584706657877
"587",2008-12-01,"Rental, hiring and real estate services",7763,3772,48.5894628365323
"588",2008-12-01,"Professional, scientific and technical services",19957,4652,23.3101167510147
"589",2008-12-01,"Administrative and support services",9326,1471,15.7731074415612
"590",2008-12-01,"Public administration and safety",15781,2859,18.1167226411508
"591",2008-12-01,"Education and training",13814,2053,14.8617344722745
"592",2008-12-01,"Health care and social assistance",17994,2886,16.0386795598533
"593",2008-12-01,"Arts and recreation services",2564,1107,43.1747269890796
"594",2008-12-01,"Other services",5614,1508,26.8614178838618
"595",2008-12-01,"Ownership of dwellings",24767,22799,92.0539427463964
"596",2008-12-01,"Total",295585,138648,46.9063044471133
"597",2008-12-01,"Total less mining",264572,112568,42.5472083213643
"598",2008-12-01,"Total less mi and ag",257151,107073,41.6381814575872
"599",2009-03-01,"Agriculture, forestry and fishing",7306,5404,73.9666027922256
"600",2009-03-01,"Mining",29321,24312,82.916680877187
"601",2009-03-01,"Manufacturing",25700,10177,39.5992217898833
"602",2009-03-01,"Electricity, gas, water and waste services",7485,4771,63.7408149632599
"603",2009-03-01,"Construction",22987,10666,46.4001392091182
"604",2009-03-01,"Wholesale trade",13906,4972,35.7543506400115
"605",2009-03-01,"Retail trade",14183,4227,29.8032856236339
"606",2009-03-01,"Accommodation and food services",7609,2441,32.0804310684715
"607",2009-03-01,"Transport, postal and warehousing",14646,6585,44.9610815239656
"608",2009-03-01,"Information media and telecommunications",9935,6287,63.2813286361349
"609",2009-03-01,"Financial and insurance services",25229,16246,64.3941495897578
"610",2009-03-01,"Rental, hiring and real estate services",7078,3150,44.5040972025996
"611",2009-03-01,"Professional, scientific and technical services",20516,5318,25.9212322090076
"612",2009-03-01,"Administrative and support services",8797,1332,15.1415255200637
"613",2009-03-01,"Public administration and safety",16024,2899,18.0916125811283
"614",2009-03-01,"Education and training",13957,1988,14.2437486565881
"615",2009-03-01,"Health care and social assistance",17805,2673,15.0126368997473
"616",2009-03-01,"Arts and recreation services",2625,1119,42.6285714285714
"617",2009-03-01,"Other services",6562,2564,39.0734532154831
"618",2009-03-01,"Ownership of dwellings",25541,23554,92.2203515915587
"619",2009-03-01,"Total",297427,140902,47.3736412632343
"620",2009-03-01,"Total less mining",268106,116590,43.4865314465174
"621",2009-03-01,"Total less mi and ag",260800,111186,42.6326687116564
"622",2009-06-01,"Agriculture, forestry and fishing",7330,5444,74.2701227830832
"623",2009-06-01,"Mining",22579,17731,78.5287213782719
"624",2009-06-01,"Manufacturing",26555,11261,42.406326492186
"625",2009-06-01,"Electricity, gas, water and waste services",7673,4904,63.9124201746383
"626",2009-06-01,"Construction",22865,10655,46.5996063853051
"627",2009-06-01,"Wholesale trade",14805,5992,40.4728132387707
"628",2009-06-01,"Retail trade",15422,5401,35.0213980028531
"629",2009-06-01,"Accommodation and food services",7749,2609,33.6688604981288
"630",2009-06-01,"Transport, postal and warehousing",15145,6958,45.9425552987785
"631",2009-06-01,"Information media and telecommunications",10290,6654,64.66472303207
"632",2009-06-01,"Financial and insurance services",24911,16227,65.1398980370118
"633",2009-06-01,"Rental, hiring and real estate services",7506,3823,50.9325872635225
"634",2009-06-01,"Professional, scientific and technical services",18177,3040,16.7244319744732
"635",2009-06-01,"Administrative and support services",9133,1766,19.3364721340195
"636",2009-06-01,"Public administration and safety",16261,2910,17.8955783777135
"637",2009-06-01,"Education and training",14246,2116,14.8532921521831
"638",2009-06-01,"Health care and social assistance",18743,3080,16.4328015792563
"639",2009-06-01,"Arts and recreation services",2628,1132,43.0745814307458
"640",2009-06-01,"Other services",5456,1370,25.1099706744868
"641",2009-06-01,"Ownership of dwellings",26125,24154,92.4555023923445
"642",2009-06-01,"Total",292803,136438,46.5972001652989
"643",2009-06-01,"Total less mining",270224,118707,43.9291106637456
"644",2009-06-01,"Total less mi and ag",262894,113263,43.0831437765791
"645",2009-09-01,"Agriculture, forestry and fishing",7459,5646,75.6937927336104
"646",2009-09-01,"Mining",20933,16193,77.356327330053
"647",2009-09-01,"Manufacturing",24823,9404,37.8842202795794
"648",2009-09-01,"Electricity, gas, water and waste services",7520,4663,62.0079787234043
"649",2009-09-01,"Construction",23086,10749,46.5606861301221
"650",2009-09-01,"Wholesale trade",13855,5051,36.4561530133526
"651",2009-09-01,"Retail trade",14634,4646,31.7479841465081
"652",2009-09-01,"Accommodation and food services",7686,2555,33.2422586520947
"653",2009-09-01,"Transport, postal and warehousing",15141,6804,44.9375866851595
"654",2009-09-01,"Information media and telecommunications",10479,6862,65.4833476476763
"655",2009-09-01,"Financial and insurance services",24852,15889,63.9344921937872
"656",2009-09-01,"Rental, hiring and real estate services",7869,4139,52.5988054390647
"657",2009-09-01,"Professional, scientific and technical services",20350,5325,26.1670761670762
"658",2009-09-01,"Administrative and support services",9649,1871,19.3906104259509
"659",2009-09-01,"Public administration and safety",16563,2864,17.291553462537
"660",2009-09-01,"Education and training",14649,2107,14.3832343504676
"661",2009-09-01,"Health care and social assistance",18979,3024,15.9334000737657
"662",2009-09-01,"Arts and recreation services",2609,1063,40.7435799156765
"663",2009-09-01,"Other services",5825,1714,29.4248927038627
"664",2009-09-01,"Ownership of dwellings",26098,23987,91.9112575676297
"665",2009-09-01,"Total",292936,134428,45.8898872108583
"666",2009-09-01,"Total less mining",272003,118235,43.4682705705452
"667",2009-09-01,"Total less mi and ag",264544,112589,42.5596498125076
"668",2009-12-01,"Agriculture, forestry and fishing",7321,5526,75.4814915995083
"669",2009-12-01,"Mining",20405,15359,75.2707669688802
"670",2009-12-01,"Manufacturing",25909,10646,41.0899687367324
"671",2009-12-01,"Electricity, gas, water and waste services",8013,5107,63.7339323599151
"672",2009-12-01,"Construction",23903,11129,46.5590093293729
"673",2009-12-01,"Wholesale trade",15231,6202,40.7195850567921
"674",2009-12-01,"Retail trade",14867,4729,31.8087038407211
"675",2009-12-01,"Accommodation and food services",8110,2934,36.1775585696671
"676",2009-12-01,"Transport, postal and warehousing",15298,6893,45.0581775395477
"677",2009-12-01,"Information media and telecommunications",10245,6692,65.3196681307955
"678",2009-12-01,"Financial and insurance services",24772,15763,63.6323268206039
"679",2009-12-01,"Rental, hiring and real estate services",7643,3834,50.1635483448907
"680",2009-12-01,"Professional, scientific and technical services",20277,5793,28.5693149874242
"681",2009-12-01,"Administrative and support services",10023,1859,18.5473411154345
"682",2009-12-01,"Public administration and safety",16805,2861,17.0246950312407
"683",2009-12-01,"Education and training",14862,2101,14.1367245323644
"684",2009-12-01,"Health care and social assistance",19662,3199,16.2699623639508
"685",2009-12-01,"Arts and recreation services",2792,1225,43.8753581661891
"686",2009-12-01,"Other services",6443,2146,33.3074654663976
"687",2009-12-01,"Ownership of dwellings",26832,24718,92.1213476446035
"688",2009-12-01,"Total",300318,139618,46.4900538762245
"689",2009-12-01,"Total less mining",279913,124259,44.3920075166212
"690",2009-12-01,"Total less mi and ag",272592,118733,43.5570376239948
"691",2010-03-01,"Agriculture, forestry and fishing",7116,5333,74.9437886453064
"692",2010-03-01,"Mining",22698,17526,77.2138514406556
"693",2010-03-01,"Manufacturing",26292,10890,41.4194431766317
"694",2010-03-01,"Electricity, gas, water and waste services",8365,5336,63.7895995218171
"695",2010-03-01,"Construction",24580,11553,47.0016273393002
"696",2010-03-01,"Wholesale trade",14208,4908,34.5439189189189
"697",2010-03-01,"Retail trade",15076,4819,31.9647121252322
"698",2010-03-01,"Accommodation and food services",8100,2763,34.1111111111111
"699",2010-03-01,"Transport, postal and warehousing",15407,6728,43.6684623872266
"700",2010-03-01,"Information media and telecommunications",10649,7067,66.3630387829843
"701",2010-03-01,"Financial and insurance services",25541,16420,64.2887905720215
"702",2010-03-01,"Rental, hiring and real estate services",8082,4183,51.7569908438505
"703",2010-03-01,"Professional, scientific and technical services",22349,7019,31.4063269050069
"704",2010-03-01,"Administrative and support services",10214,1662,16.271783826121
"705",2010-03-01,"Public administration and safety",16799,2871,17.0903029942258
"706",2010-03-01,"Education and training",14969,2147,14.3429754826642
"707",2010-03-01,"Health care and social assistance",20245,3387,16.7300568041492
"708",2010-03-01,"Arts and recreation services",2751,1163,42.2755361686659
"709",2010-03-01,"Other services",6198,1922,31.0100032268474
"710",2010-03-01,"Ownership of dwellings",27054,24934,92.1638205071339
"711",2010-03-01,"Total",306497,142441,46.4738643445123
"712",2010-03-01,"Total less mining",283799,124915,44.0153066078457
"713",2010-03-01,"Total less mi and ag",276683,119582,43.2198581047625
"714",2010-06-01,"Agriculture, forestry and fishing",7143,5388,75.4304913901722
"715",2010-06-01,"Mining",30693,25339,82.5562831916072
"716",2010-06-01,"Manufacturing",26206,10657,40.666259635198
"717",2010-06-01,"Electricity, gas, water and waste services",8560,5488,64.1121495327103
"718",2010-06-01,"Construction",27052,13636,50.406624279166
"719",2010-06-01,"Wholesale trade",12965,3691,28.4689548785191
"720",2010-06-01,"Retail trade",15300,4808,31.4248366013072
"721",2010-06-01,"Accommodation and food services",8569,3164,36.9237950752713
"722",2010-06-01,"Transport, postal and warehousing",15383,6665,43.3270493401807
"723",2010-06-01,"Information media and telecommunications",10814,7179,66.3861660810061
"724",2010-06-01,"Financial and insurance services",26250,16610,63.2761904761905
"725",2010-06-01,"Rental, hiring and real estate services",8024,4050,50.4735792622134
"726",2010-06-01,"Professional, scientific and technical services",21130,5537,26.2044486512068
"727",2010-06-01,"Administrative and support services",10816,1833,16.9471153846154
"728",2010-06-01,"Public administration and safety",17414,2880,16.5384173653382
"729",2010-06-01,"Education and training",15481,2020,13.0482526968542
"730",2010-06-01,"Health care and social assistance",20823,3382,16.2416558613072
"731",2010-06-01,"Arts and recreation services",2851,1210,42.441248684672
"732",2010-06-01,"Other services",5820,1507,25.893470790378
"733",2010-06-01,"Ownership of dwellings",27458,25319,92.2099206060165
"734",2010-06-01,"Total",318507,150122,47.1330300432958
"735",2010-06-01,"Total less mining",287814,124783,43.3554309380364
"736",2010-06-01,"Total less mi and ag",280671,119395,42.5391294433696
"737",2010-09-01,"Agriculture, forestry and fishing",7863,5968,75.8997837975327
"738",2010-09-01,"Mining",31941,26443,82.7870135562443
"739",2010-09-01,"Manufacturing",25564,10106,39.5321545923956
"740",2010-09-01,"Electricity, gas, water and waste services",9248,6130,66.2846020761246
"741",2010-09-01,"Construction",26104,12279,47.0387680049035
"742",2010-09-01,"Wholesale trade",14502,4786,33.0023445042063
"743",2010-09-01,"Retail trade",16157,5356,33.1497183883147
"744",2010-09-01,"Accommodation and food services",8554,3004,35.1180734159458
"745",2010-09-01,"Transport, postal and warehousing",15639,6902,44.1332566020845
"746",2010-09-01,"Information media and telecommunications",10605,6752,63.6680810938237
"747",2010-09-01,"Financial and insurance services",26131,16298,62.3703647009299
"748",2010-09-01,"Rental, hiring and real estate services",8183,4101,50.1160943419284
"749",2010-09-01,"Professional, scientific and technical services",20923,4706,22.491994455862
"750",2010-09-01,"Administrative and support services",11214,2218,19.7788478687355
"751",2010-09-01,"Public administration and safety",17589,2900,16.4875774631872
"752",2010-09-01,"Education and training",15756,2012,12.7697385123128
"753",2010-09-01,"Health care and social assistance",21468,3365,15.674492267561
"754",2010-09-01,"Arts and recreation services",2743,1061,38.6802770689027
"755",2010-09-01,"Other services",6112,1643,26.8815445026178
"756",2010-09-01,"Ownership of dwellings",27764,25589,92.1661143927388
"757",2010-09-01,"Total",323479,151023,46.6871110643968
"758",2010-09-01,"Total less mining",291538,124580,42.7319937709664
"759",2010-09-01,"Total less mi and ag",283675,118612,41.8126377015951
"760",2010-12-01,"Agriculture, forestry and fishing",8000,6100,76.25
"761",2010-12-01,"Mining",33333,27550,82.6508265082651
"762",2010-12-01,"Manufacturing",25689,9932,38.6624625326015
"763",2010-12-01,"Electricity, gas, water and waste services",9308,6221,66.8349806617963
"764",2010-12-01,"Construction",26202,11976,45.7064346233112
"765",2010-12-01,"Wholesale trade",15409,5625,36.5046401453696
"766",2010-12-01,"Retail trade",15589,4737,30.3868112130348
"767",2010-12-01,"Accommodation and food services",8665,3039,35.0721292556261
"768",2010-12-01,"Transport, postal and warehousing",16185,7331,45.2950262588817
"769",2010-12-01,"Information media and telecommunications",10522,6913,65.7004371792435
"770",2010-12-01,"Financial and insurance services",26568,16470,61.9918699186992
"771",2010-12-01,"Rental, hiring and real estate services",8431,4341,51.4885541454157
"772",2010-12-01,"Professional, scientific and technical services",21665,4902,22.6263558735287
"773",2010-12-01,"Administrative and support services",11911,2830,23.7595499958022
"774",2010-12-01,"Public administration and safety",17988,2923,16.2497220369135
"775",2010-12-01,"Education and training",16127,1987,12.3209524400074
"776",2010-12-01,"Health care and social assistance",21925,3243,14.7913340935006
"777",2010-12-01,"Arts and recreation services",2707,1017,37.5692648688585
"778",2010-12-01,"Other services",6328,1864,29.456384323641
"779",2010-12-01,"Ownership of dwellings",27942,25752,92.1623362679837
"780",2010-12-01,"Total",330480,154732,46.8203824739772
"781",2010-12-01,"Total less mining",297147,127182,42.8010378701451
"782",2010-12-01,"Total less mi and ag",289147,121082,41.8755857747097
"783",2011-03-01,"Agriculture, forestry and fishing",8481,6562,77.3729513029124
"784",2011-03-01,"Mining",30288,24267,80.1208399366086
"785",2011-03-01,"Manufacturing",25472,9476,37.2016331658291
"786",2011-03-01,"Electricity, gas, water and waste services",9303,5706,61.3350532086424
"787",2011-03-01,"Construction",26793,12334,46.0344119732766
"788",2011-03-01,"Wholesale trade",14668,4779,32.5811289882738
"789",2011-03-01,"Retail trade",15655,4649,29.696582561482
"790",2011-03-01,"Accommodation and food services",8734,3027,34.657659720632
"791",2011-03-01,"Transport, postal and warehousing",16306,7274,44.609346252913
"792",2011-03-01,"Information media and telecommunications",10523,6656,63.2519243561722
"793",2011-03-01,"Financial and insurance services",26729,16721,62.5575217928093
"794",2011-03-01,"Rental, hiring and real estate services",8271,4164,50.3445774392456
"795",2011-03-01,"Professional, scientific and technical services",24626,7289,29.5987980183546
"796",2011-03-01,"Administrative and support services",11363,1949,17.1521605209892
"797",2011-03-01,"Public administration and safety",18373,2959,16.1051543025091
"798",2011-03-01,"Education and training",16388,1973,12.0392970466195
"799",2011-03-01,"Health care and social assistance",22191,3144,14.1679059078005
"800",2011-03-01,"Arts and recreation services",3003,1239,41.2587412587413
"801",2011-03-01,"Other services",6616,1997,30.1844014510278
"802",2011-03-01,"Ownership of dwellings",28385,26134,92.0697551523692
"803",2011-03-01,"Total",332544,152682,45.9133227482679
"804",2011-03-01,"Total less mining",302256,128415,42.4855089725266
"805",2011-03-01,"Total less mi and ag",293775,121853,41.4783422687431
"806",2011-06-01,"Agriculture, forestry and fishing",8463,6529,77.1475835991965
"807",2011-06-01,"Mining",34929,28504,81.605542672278
"808",2011-06-01,"Manufacturing",26452,10128,38.2882201723877
"809",2011-06-01,"Electricity, gas, water and waste services",8767,5297,60.4197559028174
"810",2011-06-01,"Construction",27119,12412,45.7686492864781
"811",2011-06-01,"Wholesale trade",15210,5310,34.9112426035503
"812",2011-06-01,"Retail trade",16544,5082,30.718085106383
"813",2011-06-01,"Accommodation and food services",8922,3012,33.759246805649
"814",2011-06-01,"Transport, postal and warehousing",17933,8669,48.3410472313612
"815",2011-06-01,"Information media and telecommunications",10452,6738,64.4661308840413
"816",2011-06-01,"Financial and insurance services",27094,17104,63.1283679043331
"817",2011-06-01,"Rental, hiring and real estate services",8745,4584,52.4185248713551
"818",2011-06-01,"Professional, scientific and technical services",23973,6393,26.6675009385559
"819",2011-06-01,"Administrative and support services",11605,1968,16.9582076691081
"820",2011-06-01,"Public administration and safety",18625,3006,16.1395973154362
"821",2011-06-01,"Education and training",16559,2039,12.3135455039556
"822",2011-06-01,"Health care and social assistance",22633,3222,14.2358503070737
"823",2011-06-01,"Arts and recreation services",2997,1256,41.9085752419086
"824",2011-06-01,"Other services",6714,1969,29.3267798629729
"825",2011-06-01,"Ownership of dwellings",28958,26676,92.1196215208233
"826",2011-06-01,"Total",342382,159594,46.6128476380184
"827",2011-06-01,"Total less mining",307453,131090,42.637411246597
"828",2011-06-01,"Total less mi and ag",298990,124561,41.6605906552059
"829",2011-09-01,"Agriculture, forestry and fishing",8673,6699,77.2397094430993
"830",2011-09-01,"Mining",35796,28941,80.8498156218572
"831",2011-09-01,"Manufacturing",26116,9399,35.9894317659672
"832",2011-09-01,"Electricity, gas, water and waste services",10273,6822,66.4070865375255
"833",2011-09-01,"Construction",29055,13869,47.733608673206
"834",2011-09-01,"Wholesale trade",15901,5775,36.3184705364442
"835",2011-09-01,"Retail trade",16863,5511,32.6810176125245
"836",2011-09-01,"Accommodation and food services",9185,3218,35.0353837778988
"837",2011-09-01,"Transport, postal and warehousing",17633,8142,46.1747859127772
"838",2011-09-01,"Information media and telecommunications",10605,6697,63.1494578029231
"839",2011-09-01,"Financial and insurance services",27623,17395,62.972884914745
