"","date","industry","gop","sales","margin"
"424",2008-09-01,"Total",65681,547596,11.9944265480391
"425",2008-09-01,"Total less mining",41579,500865,8.30143851137532
"426",2008-12-01,"Mining",24180,46933,51.520252274519
"427",2008-12-01,"Manufacturing",7737,99430,7.78135371618224
"428",2008-12-01,"Electricity, gas, water and waste services",2037,8738,23.311970702678
"429",2008-12-01,"Construction",3244,57064,5.68484508621898
"430",2008-12-01,"Wholesale trade",4739,96042,4.93429957726828
"431",2008-12-01,"Retail trade",3252,78996,4.11666413489291
"432",2008-12-01,"Accommodation and food services",1150,16845,6.82695161769071
"433",2008-12-01,"Transport, postal and warehousing",2869,24102,11.9035764666833
"434",2008-12-01,"Information media and telecommunications",4797,17140,27.9871645274212
"435",2008-12-01,"Financial and insurance services",1655,11455,14.4478393714535
"436",2008-12-01,"Rental, hiring and real estate services",3971,16419,24.185394969243
"437",2008-12-01,"Professional, scientific and technical services",994,33327,2.98256668767066
"438",2008-12-01,"Administrative and support services",39,14638,0.266429840142096
"439",2008-12-01,"Arts and recreation services",726,5598,12.9689174705252
"440",2008-12-01,"Other services",770,11513,6.68809172240076
"441",2008-12-01,"Total",62161,538240,11.5489372770511
"442",2008-12-01,"Total less mining",37981,491307,7.73060428611846
"443",2009-03-01,"Mining",22206,44803,49.5636452916099
"444",2009-03-01,"Manufacturing",5943,93003,6.39011644785652
"445",2009-03-01,"Electricity, gas, water and waste services",2362,10289,22.9565555447565
"446",2009-03-01,"Construction",4017,57622,6.97129568567561
"447",2009-03-01,"Wholesale trade",4562,95266,4.78869691180484
"448",2009-03-01,"Retail trade",3577,79331,4.50895614576899
"449",2009-03-01,"Accommodation and food services",1214,17501,6.93674647163019
"450",2009-03-01,"Transport, postal and warehousing",3012,23469,12.833951169628
"451",2009-03-01,"Information media and telecommunications",4831,17523,27.569480111853
"452",2009-03-01,"Financial and insurance services",1505,10980,13.7067395264117
"453",2009-03-01,"Rental, hiring and real estate services",3755,15508,24.2133092597369
"454",2009-03-01,"Professional, scientific and technical services",965,32808,2.94135576688613
"455",2009-03-01,"Administrative and support services",25,14543,0.171904008801485
"456",2009-03-01,"Arts and recreation services",787,5673,13.8727304777014
"457",2009-03-01,"Other services",748,10923,6.84793554884189
"458",2009-03-01,"Total",59510,529242,11.244383476746
"459",2009-03-01,"Total less mining",37304,484439,7.70045351427115
"460",2009-06-01,"Mining",15071,34389,43.8250603390619
"461",2009-06-01,"Manufacturing",6626,91876,7.21189429230702
"462",2009-06-01,"Electricity, gas, water and waste services",2281,9505,23.9978958442925
"463",2009-06-01,"Construction",2982,55802,5.34389448406867
"464",2009-06-01,"Wholesale trade",4684,92957,5.03888894865368
"465",2009-06-01,"Retail trade",3874,79209,4.89085836205482
"466",2009-06-01,"Accommodation and food services",1205,17187,7.01111305056147
"467",2009-06-01,"Transport, postal and warehousing",3568,23766,15.0130438441471
"468",2009-06-01,"Information media and telecommunications",4713,16871,27.935510639559
"469",2009-06-01,"Financial and insurance services",1368,10779,12.6913442805455
"470",2009-06-01,"Rental, hiring and real estate services",3628,14434,25.1350976860191
"471",2009-06-01,"Professional, scientific and technical services",786,32724,2.4019068573524
"472",2009-06-01,"Administrative and support services",406,14233,2.85252582027682
"473",2009-06-01,"Arts and recreation services",907,5685,15.9542656112577
"474",2009-06-01,"Other services",730,11457,6.37165051933316
"475",2009-06-01,"Total",52829,510874,10.3409059768162
"476",2009-06-01,"Total less mining",37758,476485,7.92427883354146
"477",2009-09-01,"Mining",13742,34165,40.2224498756037
"478",2009-09-01,"Manufacturing",7069,93196,7.58508948881926
"479",2009-09-01,"Electricity, gas, water and waste services",2225,9374,23.7358651589503
"480",2009-09-01,"Construction",3935,56424,6.97398270239614
"481",2009-09-01,"Wholesale trade",3878,94377,4.10905199360014
"482",2009-09-01,"Retail trade",3692,79017,4.67241226571497
"483",2009-09-01,"Accommodation and food services",1078,16876,6.38776961365252
"484",2009-09-01,"Transport, postal and warehousing",3372,24184,13.9431028779358
"485",2009-09-01,"Information media and telecommunications",4786,17057,28.0588614645014
"486",2009-09-01,"Financial and insurance services",1022,10134,10.0848628379712
"487",2009-09-01,"Rental, hiring and real estate services",4116,15689,26.2349416788833
"488",2009-09-01,"Professional, scientific and technical services",1788,32780,5.45454545454545
"489",2009-09-01,"Administrative and support services",648,14743,4.39530624703249
"490",2009-09-01,"Arts and recreation services",860,5769,14.907262957185
"491",2009-09-01,"Other services",691,11022,6.26927962257304
"492",2009-09-01,"Total",52901,514807,10.2758897994783
"493",2009-09-01,"Total less mining",39159,480642,8.14722808243974
"494",2009-12-01,"Mining",13889,35280,39.3679138321995
"495",2009-12-01,"Manufacturing",7793,94551,8.24211272223456
"496",2009-12-01,"Electricity, gas, water and waste services",2223,9868,22.5273611674098
"497",2009-12-01,"Construction",4064,56535,7.1884673211285
"498",2009-12-01,"Wholesale trade",5368,95756,5.60591503404486
"499",2009-12-01,"Retail trade",3652,80483,4.53760421455463
"500",2009-12-01,"Accommodation and food services",1343,17143,7.83410138248848
"501",2009-12-01,"Transport, postal and warehousing",3624,24954,14.522721808127
"502",2009-12-01,"Information media and telecommunications",4642,17145,27.0749489647127
"503",2009-12-01,"Financial and insurance services",679,9517,7.13460123988652
"504",2009-12-01,"Rental, hiring and real estate services",3890,15775,24.6592709984152
"505",2009-12-01,"Professional, scientific and technical services",1959,33433,5.85948015433853
"506",2009-12-01,"Administrative and support services",781,15075,5.18076285240464
"507",2009-12-01,"Arts and recreation services",863,5622,15.3504091070793
"508",2009-12-01,"Other services",1105,11371,9.71770292850233
"509",2009-12-01,"Total",55873,522508,10.6932334050388
"510",2009-12-01,"Total less mining",41984,487228,8.61691035818959
"511",2010-03-01,"Mining",15980,38065,41.9808222776829
"512",2010-03-01,"Manufacturing",9029,97994,9.21382941812764
"513",2010-03-01,"Electricity, gas, water and waste services",2191,10043,21.8161903813602
"514",2010-03-01,"Construction",3603,58047,6.20703912346891
"515",2010-03-01,"Wholesale trade",4887,95882,5.09688992720219
"516",2010-03-01,"Retail trade",3567,81588,4.37196646565671
"517",2010-03-01,"Accommodation and food services",1233,17111,7.20589094734381
"518",2010-03-01,"Transport, postal and warehousing",3852,25823,14.9169345157418
"519",2010-03-01,"Information media and telecommunications",4842,17463,27.7271946400962
"520",2010-03-01,"Financial and insurance services",745,9242,8.06102575200173
"521",2010-03-01,"Rental, hiring and real estate services",3708,15951,23.2461914613504
"522",2010-03-01,"Professional, scientific and technical services",2359,34403,6.85696014882423
"523",2010-03-01,"Administrative and support services",685,15400,4.44805194805195
"524",2010-03-01,"Arts and recreation services",873,5446,16.0301138450239
"525",2010-03-01,"Other services",950,11438,8.30564784053156
"526",2010-03-01,"Total",58503,533896,10.9577520715645
"527",2010-03-01,"Total less mining",42523,495831,8.5761075850441
"528",2010-06-01,"Mining",24626,48657,50.6114228168609
"529",2010-06-01,"Manufacturing",8921,91303,9.77076328269608
"530",2010-06-01,"Electricity, gas, water and waste services",2242,9830,22.8077314343845
"531",2010-06-01,"Construction",4750,60471,7.85500487837145
"532",2010-06-01,"Wholesale trade",4274,94900,4.50368809272919
"533",2010-06-01,"Retail trade",3555,81790,4.34649712678812
"534",2010-06-01,"Accommodation and food services",1289,17109,7.5340464083231
"535",2010-06-01,"Transport, postal and warehousing",3746,25618,14.6225310328675
"536",2010-06-01,"Information media and telecommunications",5143,17621,29.1867657908178
"537",2010-06-01,"Financial and insurance services",669,9239,7.24104340296569
"538",2010-06-01,"Rental, hiring and real estate services",3678,16069,22.8887920841372
"539",2010-06-01,"Professional, scientific and technical services",2253,35626,6.32403300959973
"540",2010-06-01,"Administrative and support services",658,15897,4.13914575077059
"541",2010-06-01,"Arts and recreation services",980,5657,17.3236697896412
"542",2010-06-01,"Other services",890,11249,7.91181438350076
"543",2010-06-01,"Total",67675,541036,12.508409791585
"544",2010-06-01,"Total less mining",43049,492379,8.74306174715006
"545",2010-09-01,"Mining",24099,49781,48.4100359574938
"546",2010-09-01,"Manufacturing",8136,90470,8.99303636564607
"547",2010-09-01,"Electricity, gas, water and waste services",2158,9931,21.7299365622797
"548",2010-09-01,"Construction",3598,60265,5.97029785115739
"549",2010-09-01,"Wholesale trade",4722,94328,5.00593673140531
"550",2010-09-01,"Retail trade",3866,81236,4.75897385395637
"551",2010-09-01,"Accommodation and food services",1198,17306,6.92245464000925
"552",2010-09-01,"Transport, postal and warehousing",4423,26649,16.5972456752599
"553",2010-09-01,"Information media and telecommunications",4724,17622,26.8073998411077
"554",2010-09-01,"Financial and insurance services",554,8670,6.38985005767013
"555",2010-09-01,"Rental, hiring and real estate services",3614,16091,22.4597601143496
"556",2010-09-01,"Professional, scientific and technical services",1989,36549,5.44200935730116
"557",2010-09-01,"Administrative and support services",607,16459,3.68795188043016
"558",2010-09-01,"Arts and recreation services",886,5536,16.0043352601156
"559",2010-09-01,"Other services",691,11296,6.11720963172805
"560",2010-09-01,"Total",65265,542189,12.0373154010871
"561",2010-09-01,"Total less mining",41166,492408,8.36014037139933
"562",2010-12-01,"Mining",22586,47094,47.9594003482397
"563",2010-12-01,"Manufacturing",7512,90678,8.28425858532389
"564",2010-12-01,"Electricity, gas, water and waste services",2312,10223,22.6156705468062
"565",2010-12-01,"Construction",3305,61367,5.3856307135757
"566",2010-12-01,"Wholesale trade",4912,94086,5.22075547902982
"567",2010-12-01,"Retail trade",3631,81560,4.45193722412948
"568",2010-12-01,"Accommodation and food services",1285,17883,7.18559525806632
"569",2010-12-01,"Transport, postal and warehousing",4353,27141,16.0384657897646
"570",2010-12-01,"Information media and telecommunications",4792,17643,27.1609136768123
"571",2010-12-01,"Financial and insurance services",2034,8893,22.871921736197
"572",2010-12-01,"Rental, hiring and real estate services",3709,15719,23.5956485781538
"573",2010-12-01,"Professional, scientific and technical services",1963,38451,5.10519882447791
"574",2010-12-01,"Administrative and support services",942,17048,5.52557484748944
"575",2010-12-01,"Arts and recreation services",770,5719,13.4638922888617
"576",2010-12-01,"Other services",971,11270,8.61579414374445
"577",2010-12-01,"Total",65075,544775,11.9452985177367
"578",2010-12-01,"Total less mining",42489,497681,8.53739644471057
"579",2011-03-01,"Mining",21189,49055,43.1943736622159
"580",2011-03-01,"Manufacturing",7964,91914,8.66462127641056
"581",2011-03-01,"Electricity, gas, water and waste services",2078,11080,18.7545126353791
"582",2011-03-01,"Construction",3503,62182,5.63346306004953
"583",2011-03-01,"Wholesale trade",5104,98058,5.2050827061535
"584",2011-03-01,"Retail trade",3679,82113,4.48041114074507
"585",2011-03-01,"Accommodation and food services",1274,17989,7.08210573128023
"586",2011-03-01,"Transport, postal and warehousing",4597,27887,16.4843834044537
"587",2011-03-01,"Information media and telecommunications",4682,17996,26.0168926428095
"588",2011-03-01,"Financial and insurance services",880,8448,10.4166666666667
"589",2011-03-01,"Rental, hiring and real estate services",3453,16007,21.5718123321047
"590",2011-03-01,"Professional, scientific and technical services",2355,39511,5.9603654678444
"591",2011-03-01,"Administrative and support services",521,16915,3.08010641442507
"592",2011-03-01,"Arts and recreation services",1070,6170,17.3419773095624
"593",2011-03-01,"Other services",937,11231,8.34297925385095
"594",2011-03-01,"Total",63286,556556,11.3710030976218
"595",2011-03-01,"Total less mining",42097,507501,8.29495902471128
"596",2011-06-01,"Mining",24801,52635,47.1188372755771
"597",2011-06-01,"Manufacturing",7644,93337,8.18967826263968
"598",2011-06-01,"Electricity, gas, water and waste services",2469,12111,20.3864255635373
"599",2011-06-01,"Construction",3481,62083,5.60700997052333
"600",2011-06-01,"Wholesale trade",4949,99351,4.9813288240682
"601",2011-06-01,"Retail trade",3886,83491,4.65439388676624
"602",2011-06-01,"Accommodation and food services",1340,18626,7.19424460431655
"603",2011-06-01,"Transport, postal and warehousing",5158,29577,17.4392264259391
"604",2011-06-01,"Information media and telecommunications",4729,18239,25.9279565765667
"605",2011-06-01,"Financial and insurance services",961,8102,11.861268822513
"606",2011-06-01,"Rental, hiring and real estate services",3905,16380,23.8400488400488
"607",2011-06-01,"Professional, scientific and technical services",2675,40350,6.62949194547708
"608",2011-06-01,"Administrative and support services",254,16589,1.53113508951715
"609",2011-06-01,"Arts and recreation services",1016,6153,16.5122704371851
"610",2011-06-01,"Other services",814,11683,6.96738851322434
"611",2011-06-01,"Total",68082,568707,11.9713666263999
"612",2011-06-01,"Total less mining",43281,516072,8.38662047156211
"613",2011-09-01,"Mining",25751,56512,45.5673131370328
"614",2011-09-01,"Manufacturing",7064,93694,7.53943689030247
"615",2011-09-01,"Electricity, gas, water and waste services",2687,12471,21.5459866891188
"616",2011-09-01,"Construction",4462,62967,7.08625152857846
"617",2011-09-01,"Wholesale trade",5445,102335,5.32076024820443
"618",2011-09-01,"Retail trade",3985,84860,4.69596983266557
"619",2011-09-01,"Accommodation and food services",1385,19007,7.28678907770821
"620",2011-09-01,"Transport, postal and warehousing",4753,29114,16.325479150924
"621",2011-09-01,"Information media and telecommunications",4658,18287,25.4716465248537
"622",2011-09-01,"Financial and insurance services",1154,8258,13.9743279244369
"623",2011-09-01,"Rental, hiring and real estate services",4158,16472,25.2428363283147
"624",2011-09-01,"Professional, scientific and technical services",3013,41807,7.20692706962949
"625",2011-09-01,"Administrative and support services",312,16455,1.89608021877849
"626",2011-09-01,"Arts and recreation services",1055,6334,16.6561414587938
"627",2011-09-01,"Other services",774,11834,6.54047659286801
"628",2011-09-01,"Total",70654,580407,12.1731819223407
"629",2011-09-01,"Total less mining",44903,523895,8.5709922789872
"630",2011-12-01,"Mining",23589,54996,42.8922103425704
"631",2011-12-01,"Manufacturing",6807,91756,7.4185884301844
"632",2011-12-01,"Electricity, gas, water and waste services",2589,13011,19.8985473829836
"633",2011-12-01,"Construction",4183,62452,6.69794402100813
"634",2011-12-01,"Wholesale trade",5163,103702,4.97868893560394
"635",2011-12-01,"Retail trade",3960,85614,4.62541173172612
"636",2011-12-01,"Accommodation and food services",1432,18781,7.62472711783185
"637",2011-12-01,"Transport, postal and warehousing",4767,29402,16.2131827766819
"638",2011-12-01,"Information media and telecommunications",4319,17983,24.0171272868821
"639",2011-12-01,"Financial and insurance services",474,8308,5.70534424650939
"640",2011-12-01,"Rental, hiring and real estate services",4157,16446,25.2766630183631
"641",2011-12-01,"Professional, scientific and technical services",2974,41709,7.13035555875231
"642",2011-12-01,"Administrative and support services",476,17034,2.79441117764471
"643",2011-12-01,"Arts and recreation services",1049,6415,16.3522992985191
"644",2011-12-01,"Other services",637,12325,5.1683569979716
"645",2011-12-01,"Total",66577,579934,11.4800994595937
"646",2011-12-01,"Total less mining",42988,524938,8.1891575767043
"647",2012-03-01,"Mining",19676,51475,38.2243807673628
"648",2012-03-01,"Manufacturing",6553,92386,7.09306604896846
"649",2012-03-01,"Electricity, gas, water and waste services",2681,12925,20.742746615087
"650",2012-03-01,"Construction",3709,63092,5.87871679452228
"651",2012-03-01,"Wholesale trade",5081,105605,4.81132522134369
"652",2012-03-01,"Retail trade",3980,85791,4.63918126610017
"653",2012-03-01,"Accommodation and food services",1487,18864,7.88273960983885
"654",2012-03-01,"Transport, postal and warehousing",5002,29940,16.7067468269873
"655",2012-03-01,"Information media and telecommunications",4640,17787,26.0864676449092
"656",2012-03-01,"Financial and insurance services",1023,7904,12.9428137651822
"657",2012-03-01,"Rental, hiring and real estate services",4085,16698,24.4640076655887
"658",2012-03-01,"Professional, scientific and technical services",2940,43560,6.74931129476584
"659",2012-03-01,"Administrative and support services",662,17528,3.77681424007303
"660",2012-03-01,"Arts and recreation services",925,6159,15.0186718623153
"661",2012-03-01,"Other services",540,12709,4.24895743174129
"662",2012-03-01,"Total",62986,582423,10.814476763452
"663",2012-03-01,"Total less mining",43310,530948,8.15710766402736
"664",2012-06-01,"Mining",20949,51639,40.5681752164062
"665",2012-06-01,"Manufacturing",6073,90322,6.7237217953544
"666",2012-06-01,"Electricity, gas, water and waste services",2574,13354,19.2751235584843
"667",2012-06-01,"Construction",3987,64185,6.21173171301706
"668",2012-06-01,"Wholesale trade",5122,109025,4.69800504471451
"669",2012-06-01,"Retail trade",3914,86388,4.53072185951753
"670",2012-06-01,"Accommodation and food services",1398,18827,7.42550592234557
"671",2012-06-01,"Transport, postal and warehousing",5156,30858,16.7087951260613
"672",2012-06-01,"Information media and telecommunications",4430,17700,25.0282485875706
"673",2012-06-01,"Financial and insurance services",1227,7776,15.7793209876543
"674",2012-06-01,"Rental, hiring and real estate services",4323,16683,25.9126056464665
"675",2012-06-01,"Professional, scientific and technical services",3357,44247,7.58695504779985
"676",2012-06-01,"Administrative and support services",590,17665,3.33993772997453
"677",2012-06-01,"Arts and recreation services",895,6316,14.1703609879671
"678",2012-06-01,"Other services",648,12045,5.37982565379826
"679",2012-06-01,"Total",64643,587030,11.01187332845
"680",2012-06-01,"Total less mining",43694,535391,8.16113830826443
"681",2012-09-01,"Mining",17925,50062,35.8056010546922
"682",2012-09-01,"Manufacturing",6279,89904,6.98411639081687
"683",2012-09-01,"Electricity, gas, water and waste services",2528,15011,16.8409832789288
"684",2012-09-01,"Construction",4193,64343,6.51663739645338
"685",2012-09-01,"Wholesale trade",4579,109442,4.18395131667915
"686",2012-09-01,"Retail trade",3790,86374,4.38789450529094
"687",2012-09-01,"Accommodation and food services",1389,19331,7.18534995602918
"688",2012-09-01,"Transport, postal and warehousing",5203,30471,17.0752518788356
"689",2012-09-01,"Information media and telecommunications",4583,17434,26.2877136629574
"690",2012-09-01,"Financial and insurance services",1344,7802,17.2263522173802
"691",2012-09-01,"Rental, hiring and real estate services",4212,16779,25.1028070802789
"692",2012-09-01,"Professional, scientific and technical services",3808,43579,8.73815369788201
"693",2012-09-01,"Administrative and support services",393,18351,2.14157266633971
"694",2012-09-01,"Arts and recreation services",837,6172,13.5612443292288
"695",2012-09-01,"Other services",669,11627,5.75384880020642
"696",2012-09-01,"Total",61731,586682,10.522054537211
"697",2012-09-01,"Total less mining",43806,536620,8.16331854943908
"698",2012-12-01,"Mining",17192,48536,35.421130707104
"699",2012-12-01,"Manufacturing",6255,90375,6.92116182572614
"700",2012-12-01,"Electricity, gas, water and waste services",2759,15342,17.9833137791683
"701",2012-12-01,"Construction",4057,65733,6.17193799157196
"702",2012-12-01,"Wholesale trade",4707,110005,4.27889641379937
"703",2012-12-01,"Retail trade",4133,86729,4.76541871807585
"704",2012-12-01,"Accommodation and food services",1392,19369,7.18674170065569
"705",2012-12-01,"Transport, postal and warehousing",5255,31101,16.8965628114852
"706",2012-12-01,"Information media and telecommunications",4521,17376,26.0186464088398
"707",2012-12-01,"Financial and insurance services",1467,8237,17.8098822386791
"708",2012-12-01,"Rental, hiring and real estate services",4139,17051,24.2742361151839
"709",2012-12-01,"Professional, scientific and technical services",3964,44883,8.83185170331751
"710",2012-12-01,"Administrative and support services",308,18517,1.66333639358427
"711",2012-12-01,"Arts and recreation services",877,6395,13.7138389366693
"712",2012-12-01,"Other services",645,11582,5.56898635814194
"713",2012-12-01,"Total",61668,591231,10.4304408936609
"714",2012-12-01,"Total less mining",44476,542695,8.19539520356738
"715",2013-03-01,"Mining",18707,50241,37.2345295674847
"716",2013-03-01,"Manufacturing",6181,89644,6.89505153719156
"717",2013-03-01,"Electricity, gas, water and waste services",2605,15010,17.3550966022652
"718",2013-03-01,"Construction",4377,64391,6.79753381683776
"719",2013-03-01,"Wholesale trade",4908,109472,4.48333820520316
"720",2013-03-01,"Retail trade",3861,87295,4.42293373045421
"721",2013-03-01,"Accommodation and food services",1322,19185,6.89080010424811
"722",2013-03-01,"Transport, postal and warehousing",5370,31851,16.8597532259584
"723",2013-03-01,"Information media and telecommunications",4613,17340,26.603229527105
"724",2013-03-01,"Financial and insurance services",882,8543,10.3242420695306
"725",2013-03-01,"Rental, hiring and real estate services",4355,17198,25.3227119432492
"726",2013-03-01,"Professional, scientific and technical services",3991,44918,8.8850794781602
"727",2013-03-01,"Administrative and support services",375,18658,2.00986172151356
"728",2013-03-01,"Arts and recreation services",818,6409,12.763301607115
"729",2013-03-01,"Other services",705,11396,6.18638118638119
"730",2013-03-01,"Total",63071,591551,10.6619716643197
"731",2013-03-01,"Total less mining",44364,541310,8.19567345883135
"732",2013-06-01,"Mining",20600,50600,40.7114624505929
"733",2013-06-01,"Manufacturing",6181,89229,6.92712010669177
"734",2013-06-01,"Electricity, gas, water and waste services",2674,14802,18.0651263342792
"735",2013-06-01,"Construction",4716,65199,7.23323977361616
"736",2013-06-01,"Wholesale trade",4853,109621,4.42707145528685
"737",2013-06-01,"Retail trade",4107,87476,4.69500205770726
"738",2013-06-01,"Accommodation and food services",1254,19136,6.55309364548495
"739",2013-06-01,"Transport, postal and warehousing",5128,31466,16.2969554439713
"740",2013-06-01,"Information media and telecommunications",4765,17353,27.4592289517663
"741",2013-06-01,"Financial and insurance services",713,8973,7.94606040343252
"742",2013-06-01,"Rental, hiring and real estate services",4166,17138,24.3085540903256
"743",2013-06-01,"Professional, scientific and technical services",3983,44546,8.94131908588874
"744",2013-06-01,"Administrative and support services",432,18803,2.29750571717279
"745",2013-06-01,"Arts and recreation services",841,6612,12.719298245614
"746",2013-06-01,"Other services",779,11637,6.69416516284266
"747",2013-06-01,"Total",65193,592591,11.0013483161236
"748",2013-06-01,"Total less mining",44593,541991,8.22762739602687
"749",2013-09-01,"Mining",22296,55755,39.9892386333064
"750",2013-09-01,"Manufacturing",7366,90724,8.11913054979939
"751",2013-09-01,"Electricity, gas, water and waste services",2946,14781,19.9309924903592
"752",2013-09-01,"Construction",4471,66529,6.72037757970208
"753",2013-09-01,"Wholesale trade",4373,111920,3.90725518227305
"754",2013-09-01,"Retail trade",4141,88160,4.69714156079855
"755",2013-09-01,"Accommodation and food services",1333,19054,6.99590637136559
"756",2013-09-01,"Transport, postal and warehousing",4974,31692,15.6948125709958
"757",2013-09-01,"Information media and telecommunications",4779,17401,27.4639388540888
"758",2013-09-01,"Financial and insurance services",472,8837,5.34117913319
"759",2013-09-01,"Rental, hiring and real estate services",4119,17376,23.7051104972376
"760",2013-09-01,"Professional, scientific and technical services",3623,44869,8.07461721901536
"761",2013-09-01,"Administrative and support services",432,19159,2.25481496946605
"762",2013-09-01,"Arts and recreation services",1024,6866,14.9140693271191
"763",2013-09-01,"Other services",824,12032,6.84840425531915
"764",2013-09-01,"Total",67172,605155,11.0999661243814
"765",2013-09-01,"Total less mining",44876,549400,8.16818347287951
"766",2013-12-01,"Mining",23550,56986,41.3259397044888
"767",2013-12-01,"Manufacturing",6269,91577,6.84560533758476
"768",2013-12-01,"Electricity, gas, water and waste services",3020,14569,20.7289450202485
"769",2013-12-01,"Construction",4745,68111,6.96656927662199
"770",2013-12-01,"Wholesale trade",5402,111933,4.82610132847328
"771",2013-12-01,"Retail trade",4163,89089,4.67285523465299
"772",2013-12-01,"Accommodation and food services",1186,19394,6.11529338970816
"773",2013-12-01,"Transport, postal and warehousing",4707,31744,14.8279989919355
"774",2013-12-01,"Information media and telecommunications",4895,17206,28.4493781239103
"775",2013-12-01,"Financial and insurance services",536,9496,5.64448188711036
"776",2013-12-01,"Rental, hiring and real estate services",4318,18324,23.5647238594193
"777",2013-12-01,"Professional, scientific and technical services",3654,44899,8.13826588565447
"778",2013-12-01,"Administrative and support services",443,19479,2.27424405770317
"779",2013-12-01,"Arts and recreation services",908,6532,13.9007960808328
"780",2013-12-01,"Other services",802,11651,6.88352931078877
"781",2013-12-01,"Total",68598,610990,11.2273523298254
"782",2013-12-01,"Total less mining",45048,554004,8.13134923213551
"783",2014-03-01,"Mining",23392,58917,39.7033114381248
"784",2014-03-01,"Manufacturing",6348,92532,6.86032939955907
"785",2014-03-01,"Electricity, gas, water and waste services",3131,14941,20.955759319992
"786",2014-03-01,"Construction",4606,71574,6.43529773381395
"787",2014-03-01,"Wholesale trade",5082,113728,4.46855655599325
"788",2014-03-01,"Retail trade",4238,89504,4.73498391133357
"789",2014-03-01,"Accommodation and food services",1479,19758,7.48557546310355
"790",2014-03-01,"Transport, postal and warehousing",4403,31568,13.9476685250887
"791",2014-03-01,"Information media and telecommunications",4962,17825,27.8373071528752
"792",2014-03-01,"Financial and insurance services",902,9754,9.24748820996514
"793",2014-03-01,"Rental, hiring and real estate services",4570,18888,24.1952562473528
"794",2014-03-01,"Professional, scientific and technical services",3440,43887,7.83831202861895
"795",2014-03-01,"Administrative and support services",783,19779,3.95874412255422
"796",2014-03-01,"Arts and recreation services",1142,6810,16.769456681351
"797",2014-03-01,"Other services",875,11642,7.51589074042261
"798",2014-03-01,"Total",69353,621107,11.1660309737292
"799",2014-03-01,"Total less mining",45961,562190,8.17534997065049
"800",2014-06-01,"Mining",20576,54183,37.9750106121846
"801",2014-06-01,"Manufacturing",6608,91452,7.22564842759043
"802",2014-06-01,"Electricity, gas, water and waste services",3003,14799,20.2919116156497
"803",2014-06-01,"Construction",5132,73406,6.99125412091655
"804",2014-06-01,"Wholesale trade",4826,112771,4.27946901242341
"805",2014-06-01,"Retail trade",4060,89946,4.51381940275276
"806",2014-06-01,"Accommodation and food services",1638,20568,7.96382730455076
"807",2014-06-01,"Transport, postal and warehousing",4453,31395,14.1837872272655
"808",2014-06-01,"Information media and telecommunications",5065,18117,27.9571673014296
"809",2014-06-01,"Financial and insurance services",929,9628,9.64894058994599
"810",2014-06-01,"Rental, hiring and real estate services",4524,19370,23.3557046979866
"811",2014-06-01,"Professional, scientific and technical services",2876,43353,6.63391230134016
"812",2014-06-01,"Administrative and support services",531,19750,2.68860759493671
"813",2014-06-01,"Arts and recreation services",812,6779,11.9781678713675
"814",2014-06-01,"Other services",544,12004,4.53182272575808
"815",2014-06-01,"Total",65578,617521,10.6195578773839
"816",2014-06-01,"Total less mining",45002,563338,7.98845453351274
"817",2014-09-01,"Mining",18962,50982,37.193519281315
"818",2014-09-01,"Manufacturing",7029,90799,7.74127468364189
"819",2014-09-01,"Electricity, gas, water and waste services",2984,14675,20.3339011925043
"820",2014-09-01,"Construction",5120,75133,6.81458214100329
"821",2014-09-01,"Wholesale trade",4687,111737,4.19467141591416
"822",2014-09-01,"Retail trade",4097,91261,4.48932183517603
"823",2014-09-01,"Accommodation and food services",1692,20957,8.07367466717564
"824",2014-09-01,"Transport, postal and warehousing",4380,31852,13.7510988320985
"825",2014-09-01,"Information media and telecommunications",4674,18332,25.4963997381628
"826",2014-09-01,"Financial and insurance services",951,10084,9.43078143593812
"827",2014-09-01,"Rental, hiring and real estate services",4494,19285,23.3030852994555
"828",2014-09-01,"Professional, scientific and technical services",2834,42931,6.60129044280357
"829",2014-09-01,"Administrative and support services",842,19732,4.26718021487938
"830",2014-09-01,"Arts and recreation services",1025,6999,14.6449492784684
"831",2014-09-01,"Other services",630,12481,5.04767246214246
"832",2014-09-01,"Total",64400,617240,10.4335428682522
"833",2014-09-01,"Total less mining",45438,566258,8.02425749393386
"834",2014-12-01,"Mining",18727,51849,36.118343651758
"835",2014-12-01,"Manufacturing",6839,90968,7.51802831765016
"836",2014-12-01,"Electricity, gas, water and waste services",2792,14662,19.0424225890056
"837",2014-12-01,"Construction",4854,75944,6.39155166965132
"838",2014-12-01,"Wholesale trade",4801,112197,4.27908054582565
"839",2014-12-01,"Retail trade",4299,90658,4.74199739680999
"840",2014-12-01,"Accommodation and food services",1562,21391,7.30213641250993
"841",2014-12-01,"Transport, postal and warehousing",4901,31719,15.4513067877298
"842",2014-12-01,"Information media and telecommunications",4845,18412,26.3143601998697
"843",2014-12-01,"Financial and insurance services",744,10387,7.16279965341292
"844",2014-12-01,"Rental, hiring and real estate services",4559,19071,23.9054061139951
"845",2014-12-01,"Professional, scientific and technical services",2845,42080,6.76093155893536
"846",2014-12-01,"Administrative and support services",833,19905,4.18487817131374
"847",2014-12-01,"Arts and recreation services",1161,7147,16.2445781446761
"848",2014-12-01,"Other services",585,12096,4.83630952380952
