"","Cycle"
"1",1.18364498483147
"2",0.786375940934798
"3",0.0086437978572093
"4",1.30421069037849
"5",0.140575910511792
"6",-1.16884748079471
"7",-1.76370279540609
"8",-3.39034226752063
"9",-4.31933296440073
"10",-3.30583050500671
"11",-0.990793732116518
"12",0.133047880989501
"13",-0.0148085313619947
"14",0.605908688551095
"15",1.45931282608779
"16",-1.03785974593332
"17",1.56503945800252
"18",2.0563785028799
"19",0.35619408445394
"20",1.27794393051625
"21",0.413627611038894
"22",1.60946404377477
"23",0.915039672646439
"24",0.955740959024482
"25",-0.62961652983122
"26",-1.44895535381075
"27",-2.4692424141868
"28",-1.80792094149449
"29",0.0958694340179628
"30",-0.243909892095362
"31",2.21041795760825
"32",0.656315091461853
"33",1.01511455527921
"34",0.45685863345758
"35",-1.56821692011886
"36",0.933503211032784
"37",0.861560278971411
"38",2.827941017848
"39",0.595885453647841
"40",0.990973816362235
"41",1.06515750772227
"42",1.64468247285825
"43",1.98431463699043
"44",2.14031658060361
"45",0.326208119764803
"46",-0.647244188895686
"47",-0.626930530693283
"48",-1.27578217556107
"49",0.566579192460694
"50",-0.896095521965829
"51",-2.89720634581896
"52",-1.50570933173052
"53",-2.67349505476186
"54",-2.22743277003338
"55",-0.45026123438312
"56",-1.11117940939244
"57",-1.00426573686427
"58",0.36732686697309
"59",-0.671521364090026
"60",-3.36193168141263
"61",-2.65285038607381
"62",-2.8948392699765
"63",-2.79299948244223
"64",-0.221367427393511
"65",-1.84023167834944
"66",-3.5861125724364
"67",0.127148681239088
"68",-0.364697336985489
"69",-0.403729304922236
"70",-0.378555587632849
"71",-1.65339667985548
"72",-0.982810815833822
"73",-1.95878573839396
"74",-2.58518131426676
"75",-2.1653501869887
"76",-1.64310296037964
"77",-0.60566024775463
"78",-0.365459218199515
"79",1.44882962909687
"80",-0.922178361739205
"81",-0.684084091850219
"82",0.441176265876943
"83",0.0893892854137168
"84",-0.341832944169228
"85",-0.430046508248173
"86",0.529566509163778
"87",0.141493901304943
"88",0.868182952331866
"89",1.84282160590791
"90",0.472074637320627
"91",-1.01366133369689
"92",-0.702793021889205
"93",-1.7342028818285
"94",-3.34333011717758
"95",-3.94432615715824
"96",-3.65561422896403
"97",-0.759645697571538
"98",0.696654247425068
"99",2.42977118200259
"100",2.5823458400914
"101",2.2925430581822
"102",1.68842052947401
"103",1.89681997951146
"104",2.73524113319348
"105",2.55506542211939
"106",1.01535476081334
"107",0.59043642703891
"108",-0.450106126028281
"109",-0.850664264098266
"110",0.134372768979244
"111",0.414222355063553
"112",1.1399264657273
"113",1.86263567462095
"114",2.55735503016916
"115",1.65411322162407
"116",0.578516534891916
"117",0.312199926004786
"118",0.845823111140259
"119",0.714067752686018
"120",1.67351890935231
"121",1.31404011166592
"122",-0.0179550060204479
"123",-0.194819848690748
"124",-0.833000714980762
"125",-1.8688349961414
"126",-1.69850859180731
"127",-3.05801202939334
"128",-3.19096922905263
"129",-2.60671617389831
"130",-2.41656966960724
"131",-1.60708740625742
"132",-1.02381294864083
"133",-0.390779111305927
"134",1.00830917052081
"135",0.851273530021616
"136",0.498274018002297
"137",-0.237911780911804
"138",0.606756205440383
"139",1.17483169733574
"140",1.20916695060838
"141",0.856388171182938
"142",0.820925415203102
"143",-0.224410298489686
"144",-0.563118985777837
"145",0.824756681423987
"146",-0.0356935959736996
"147",0.608545841699542
"148",0.362240495309719
"149",0.250165153343481
"150",0.305979186383606
"151",0.126984639976803
"152",1.94450639834207
"153",0.956494013890767
"154",1.23071686098143
"155",0.736112317170882
"156",0.680979867215543
"157",1.37497832425608
"158",1.66463492316077
"159",1.19924578319604
"160",0.460857018600941
"161",0.516348427447795
"162",1.08787559668682
"163",0.451863581415052
"164",0.43476021496924
"165",-0.173081113198936
"166",-1.26617705474118
"167",-0.945745840874474
"168",-0.697291888437517
"169",-0.259632409592067
"170",0.119290244305036
"171",0.0228729359778541
"172",0.700027771725455
"173",-0.0600630624582882
"174",-0.190997533194139
"175",-0.80740147782205
"176",-1.1582587312894
"177",-0.25714534825104
"178",0.489576820864762
"179",0.264774852790829
"180",0.0317620254212968
"181",-0.222683160734129
"182",-0.361805965568808
"183",-0.395208111758967
"184",-0.725299511080946
"185",-0.426543152013693
"186",-0.383805912444869
"187",-1.02096100997533
"188",-1.37014092997282
"189",-0.509549539125935
"190",-0.0301978557519464
"191",0.4330043171421
"192",0.153066441784659
"193",0.373554759642448
"194",-0.183837929040697
